handle,value_created_usd,distribution
devboxr,1.10,initial
flimsylee,1.10,initial
krewshul,1.10,initial
pakaplace,1.10,initial
toluwani95,1.10,initial
wundel,1.10,initial
craigwilliams84,1.09,initial
maxiit,1.09,initial
cboka,1.06,initial
dikahendra19,1.06,initial
drn3mo,1.06,initial
kingzrex,1.06,initial
rachhunter,1.06,initial
stefandebruijn,1.06,initial
xanderjakeq,1.06,initial
yemmighto,1.06,initial
yungchief,1.06,initial
darkel61,1.05,initial
deepcode,1.05,initial
deividask,1.05,initial
ethorhil,1.05,initial
freemanjackal,1.05,initial
ianlapham,1.05,initial
justinwols88,1.05,initial
konstantinru,1.05,initial
lukenft,1.05,initial
malkurz,1.05,initial
reach2rb,1.05,initial
rickyshijs,1.05,initial
sheilabliss,1.05,initial
tithi21,1.05,initial
baophucct,1.04,initial
bohlir,1.04,initial
jeffkgabriel,1.04,initial
verslalune,1.04,initial
black1heart1,1.03,initial
chiptus,1.03,initial
kumarisurbhi,1.03,initial
rileydesrochers,1.03,initial
tzanko-matev,1.03,initial
abh33,1.02,initial
atulbatra,1.02,initial
bigboymelly,1.02,initial
blueblock-io,1.02,initial
criloma,1.02,initial
fahad49387,1.02,initial
ivanbianco,1.02,initial
loophedgefund,1.02,initial
moonjewelle,1.02,initial
sayantan1413,1.02,initial
sui414,1.02,initial
thetaniyagupta,1.02,initial
clementerpd,1.01,initial
kevinvitale,1.01,initial
luckyyang,1.01,initial
martinfl39,1.01,initial
nelaw,1.01,initial
nomean42,1.01,initial
realcodywburns,1.01,initial
sachacs20,1.01,initial
0xjac,1.00,initial
airmuze,1.00,initial
aknuck,1.00,initial
alex-cloudwalk,1.00,initial
alinaloseva,1.00,initial
alking96,1.00,initial
anthonysalmeron,1.00,initial
artistic709,1.00,initial
ashleymlaing,1.00,initial
bankya,1.00,initial
bl4ckhands,1.00,initial
brianvalente,1.00,initial
busypeter,1.00,initial
charlesdefarias,1.00,initial
cjd425,1.00,initial
clementpl,1.00,initial
cmn721,1.00,initial
cp287,1.00,initial
dalmirogarzia,1.00,initial
danigrant,1.00,initial
danrobinson,1.00,initial
dcoble87,1.00,initial
debbietud,1.00,initial
deckarddefense,1.00,initial
donmarcial,1.00,initial
ethan-xiao,1.00,initial
ethereum2,1.00,initial
eukaryote31,1.00,initial
evbots,1.00,initial
gitigs,1.00,initial
gobrando,1.00,initial
gopherine,1.00,initial
gregwong,1.00,initial
helenamanuel,1.00,initial
henry-e,1.00,initial
hex-win,1.00,initial
hrbhot,1.00,initial
hubberttaye,1.00,initial
iamglitching,1.00,initial
irenefucile,1.00,initial
jacquesd,1.00,initial
jasonvranek,1.00,initial
jensanko,1.00,initial
joueurgear,1.00,initial
jumorav,1.00,initial
justlikeeth,1.00,initial
kadalgurun12,1.00,initial
kaichen,1.00,initial
kazik435,1.00,initial
keejef,1.00,initial
latra,1.00,initial
liyunarena,1.00,initial
lmcmz,1.00,initial
mannto776,1.00,initial
mardelvalle,1.00,initial
mauriciotechdev,1.00,initial
mex20,1.00,initial
mllobet,1.00,initial
mrpsykodav,1.00,initial
n1c01a5,1.00,initial
niklaskunkel,1.00,initial
ollieftw,1.00,initial
ontoarab31,1.00,initial
owenshen24,1.00,initial
paijo3312,1.00,initial
paimen123,1.00,initial
pipperperry,1.00,initial
pisdima,1.00,initial
poswhale,1.00,initial
raey-abera,1.00,initial
raina2666,1.00,initial
rashansmith,1.00,initial
ravidsrk,1.00,initial
ricktud,1.00,initial
rogerdavidcruz,1.00,initial
roman2k,1.00,initial
ryantf313,1.00,initial
sabahang,1.00,initial
shogochiai,1.00,initial
twfhyr,1.00,initial
urbenji,1.00,initial
vennxz,1.00,initial
willchivers,1.00,initial
xyligans229,1.00,initial
alexcoury,0.99,initial
sarwershakeb,0.99,initial
soljourr,0.99,initial
twente-mining,0.99,initial
andregm,0.98,initial
avisky,0.98,initial
corepl,0.98,initial
lilmuni,0.98,initial
btccrypto18,0.97,initial
csillabrimer,0.97,initial
joemarkets,0.97,initial
mac-o,0.97,initial
jeanpaul6,0.96,initial
jos1856,0.96,initial
majorasmask00,0.96,initial
24skate,0.95,initial
2rg769,0.95,initial
3z3chi3l,0.95,initial
83tb,0.95,initial
941090,0.95,initial
adoukenn,0.95,initial
adri572,0.95,initial
aeons14,0.95,initial
alanjds,0.95,initial
allisonlu22,0.95,initial
andrew-boyd,0.95,initial
anka123anka123,0.95,initial
annaliese-milano,0.95,initial
antoinedmt,0.95,initial
apmsssr,0.95,initial
apostle74,0.95,initial
apple077498532,0.95,initial
aurumsy,0.95,initial
b1urr,0.95,initial
bartoszgrabski,0.95,initial
bertux,0.95,initial
bigtallhunk,0.95,initial
bijoy022,0.95,initial
brofistio,0.95,initial
byeibo,0.95,initial
celeduc,0.95,initial
charliaconyers,0.95,initial
chris7723,0.95,initial
chxpz,0.95,initial
cotchon,0.95,initial
cuacon,0.95,initial
czymeq,0.95,initial
dahari22,0.95,initial
damientargaryen,0.95,initial
darkferus,0.95,initial
defi-is-bullshit,0.95,initial
desoxyrimoose,0.95,initial
devvdn1263,0.95,initial
dgreg9,0.95,initial
diegomd71,0.95,initial
dimitar83,0.95,initial
dragosdydy,0.95,initial
drpark,0.95,initial
dstawinski,0.95,initial
duyvunguyen212,0.95,initial
d-zieba,0.95,initial
earnbuzz,0.95,initial
edugon4,0.95,initial
elcastorfeliz,0.95,initial
eldarij,0.95,initial
emily1100,0.95,initial
enolife,0.95,initial
erinachen,0.95,initial
esenesener,0.95,initial
ethanec,0.95,initial
francomidence,0.95,initial
gborruel,0.95,initial
gdymowski,0.95,initial
geatb,0.95,initial
gier444,0.95,initial
gitmycodeup,0.95,initial
gittygoo,0.95,initial
gololo,0.95,initial
gritch57,0.95,initial
gunashekar02,0.95,initial
hackingmoneyph,0.95,initial
hibbert,0.95,initial
hiszpan-mk,0.95,initial
hughjackmen,0.95,initial
isenttech,0.95,initial
jack5766,0.95,initial
janice880624,0.95,initial
jcrypto69,0.95,initial
jeremy-dotcom,0.95,initial
jonathancaras,0.95,initial
josedorrego,0.95,initial
joseluisminguez,0.95,initial
jpawar14,0.95,initial
kaptainkarracho,0.95,initial
karolinalas,0.95,initial
kenkuan,0.95,initial
kerenweiser,0.95,initial
kiwidev1,0.95,initial
korn101,0.95,initial
krishtripathi7,0.95,initial
kristina38,0.95,initial
kweloper,0.95,initial
lesteraft,0.95,initial
libert19,0.95,initial
lozadaluis12,0.95,initial
lucas-kohorst,0.95,initial
lukkazmierczak,0.95,initial
manuelgvirtz,0.95,initial
marlowebrett,0.95,initial
marshiker,0.95,initial
martyrouvi,0.95,initial
marzappo,0.95,initial
mateusz76,0.95,initial
maxgrub,0.95,initial
michaelchentom,0.95,initial
mihai3,0.95,initial
miningmimer,0.95,initial
monicazng,0.95,initial
murad890,0.95,initial
muraty07,0.95,initial
mybrow,0.95,initial
mzkzxyz,0.95,initial
ncitron,0.95,initial
neilmark,0.95,initial
neimad67,0.95,initial
nelsonmilla,0.95,initial
nicca42,0.95,initial
nicobarilari,0.95,initial
nlharri,0.95,initial
nobitcz,0.95,initial
nuclear-monk,0.95,initial
ocram857,0.95,initial
ohamdache,0.95,initial
olivier29,0.95,initial
oluwapoju,0.95,initial
pabloes,0.95,initial
patrykpalej,0.95,initial
peculiarity,0.95,initial
qryptoqueen2020,0.95,initial
rjallday,0.95,initial
rkelkar7,0.95,initial
robki,0.95,initial
s4atter,0.95,initial
seanatwork,0.95,initial
sebouille82,0.95,initial
sergioces,0.95,initial
shubidiwoop,0.95,initial
shunsukeke,0.95,initial
smokeuser,0.95,initial
smwn,0.95,initial
souciseehey,0.95,initial
starfleet421,0.95,initial
sunuwardono,0.95,initial
sylvinfo,0.95,initial
tarsem765,0.95,initial
tboyloyal,0.95,initial
tbrent,0.95,initial
tempofeng,0.95,initial
th3whit3,0.95,initial
thehansgruber,0.95,initial
theode69,0.95,initial
tls619,0.95,initial
toktoakhil,0.95,initial
tonygranato,0.95,initial
ttiinnaa8,0.95,initial
ugur2214,0.95,initial
unsignedint8,0.95,initial
valdean,0.95,initial
vikpkb,0.95,initial
wellkochi,0.95,initial
westcoastwalker,0.95,initial
willtate,0.95,initial
wositobitcoin,0.95,initial
wpiotrowski,0.95,initial
xander2lbv,0.95,initial
yarode,0.95,initial
yasinrobin,0.95,initial
yossy-007,0.95,initial
yozabethgarcia,0.95,initial
yvesvandenmeerssche,0.95,initial
zanny1049,0.95,initial
zerocoolcwn,0.95,initial
adsus4,0.94,initial
alamin017,0.94,initial
ambareeshb,0.94,initial
bagong07,0.94,initial
billysitty,0.94,initial
bingan1997,0.94,initial
darda90,0.94,initial
dohn-joe,0.94,initial
etherguru,0.94,initial
fahmy223,0.94,initial
ganibhai123,0.94,initial
grokedo,0.94,initial
kudos,0.94,initial
limawjeruk,0.94,initial
linggihlugienha8,0.94,initial
lvthrn,0.94,initial
majid111367,0.94,initial
nazimgouri,0.94,initial
ololadestephen,0.94,initial
pranshu1612,0.94,initial
rajasobdar,0.94,initial
renalradja,0.94,initial
richtea881,0.94,initial
spiperah,0.94,initial
thethlaingsoe,0.94,initial
tieuphungpro,0.94,initial
trm91,0.94,initial
zeinnawawyalatrush,0.94,initial
ztuakj,0.94,initial
aptro9,0.93,initial
dspitzer50,0.93,initial
fahimudin,0.93,initial
maxrxl,0.93,initial
mikeymicrophone,0.93,initial
pacu,0.93,initial
daxdax89,0.92,initial
dustyllanos27,0.92,initial
ima-cache-that-pass,0.92,initial
luisvid,0.92,initial
qweleo,0.92,initial
seeyou288,0.92,initial
seifkriss,0.92,initial
aksfl007,0.91,initial
asucah312,0.91,initial
calebn99,0.91,initial
eeril,0.91,initial
lehaxe,0.91,initial
markusj1201,0.91,initial
mayshari,0.91,initial
ninether,0.91,initial
sleepysam,0.91,initial
slowdown2121,0.91,initial
50nemesis,0.90,initial
orinameh,0.90,initial
ruysylva18111978,0.90,initial
salasluis,0.90,initial
warvine,0.90,initial
blurpesec,0.89,initial
cahlany,0.89,initial
cmines,0.89,initial
dogaoztuzun,0.89,initial
randasatria,0.89,initial
spitus,0.89,initial
yunnxairou,0.89,initial
ayinloya,0.88,initial
bigomby,0.88,initial
eduardo,0.88,initial
jeanpehk,0.88,initial
laudb,0.88,initial
mitsukomegumi,0.88,initial
dycast,0.87,initial
humbitious,0.87,initial
lcrypto-co,0.87,initial
pblin,0.87,initial
chokle,0.86,initial
elderorb,0.86,initial
jaramisho,0.86,initial
jimskiy,0.86,initial
matttyb80,0.86,initial
2gurit,0.85,initial
33nano,0.85,initial
airdrophunterr,0.85,initial
bagaskara29,0.85,initial
fernandoleira,0.85,initial
imkharn,0.85,initial
ivanthinking,0.85,initial
joshorig,0.85,initial
kbulte,0.85,initial
miked1998,0.85,initial
planet29,0.85,initial
samhutchdesign,0.85,initial
zacktm,0.85,initial
damiloju,0.84,initial
ezchinonso,0.84,initial
sproj,0.84,initial
surasshu0x0,0.84,initial
tigerhbkim,0.84,initial
acmati,0.83,initial
brad-decker,0.83,initial
cccccccccccc,0.83,initial
jsvisa,0.83,initial
semutkecil22,0.83,initial
zaphbbrox,0.83,initial
zemidf12,0.83,initial
akash34023,0.82,initial
bapawar,0.82,initial
brickpop,0.82,initial
emmymay,0.82,initial
rshea,0.82,initial
slvreagle23,0.82,initial
bazmanv,0.81,initial
s3unha,0.81,initial
ekosetia,0.80,initial
jahowle,0.80,initial
qurka,0.80,initial
renwanda,0.80,initial
block-campus,0.79,initial
f-o-a-m,0.79,initial
lenka1999,0.79,initial
pomomoh,0.79,initial
satellitex,0.79,initial
asawee,0.78,initial
deahow,0.78,initial
levelboy,0.78,initial
ramon-goveia,0.78,initial
suksunt,0.78,initial
supafuturiztix187,0.78,initial
artraya,0.77,initial
endziu,0.77,initial
raphaelidu,0.77,initial
wallo2011,0.77,initial
xtiinah,0.77,initial
angetheo,0.76,initial
colegendreau,0.76,initial
meguri911,0.76,initial
nocmar,0.76,initial
tianahh1,0.76,initial
akuanti,0.75,initial
bahnju,0.75,initial
beckkles,0.75,initial
chanharryhk,0.75,initial
davodesign84,0.75,initial
johndangerstorey,0.75,initial
markhinojosa,0.75,initial
mdionsijan,0.75,initial
stevenleeg,0.75,initial
thomasyuan,0.75,initial
toyenekan,0.75,initial
ubirajaramneto,0.75,initial
whalechen,0.75,initial
xagau,0.75,initial
cjeria,0.74,initial
hi0313,0.74,initial
krype89,0.74,initial
pstehlik,0.74,initial
sonter77,0.74,initial
asopinka,0.73,initial
biterminator,0.73,initial
cjsmackz,0.73,initial
hamzat7455,0.73,initial
joeb000,0.73,initial
johnzhanghello,0.73,initial
lucasnfarias,0.73,initial
quetzalcroix,0.73,initial
ultimatecrypto1,0.73,initial
0leog,0.72,initial
0x0rio,0.72,initial
adamshenem,0.72,initial
bakeneke,0.72,initial
cheoa,0.72,initial
chi4chris,0.72,initial
codeluggage,0.72,initial
ekeneiyida,0.72,initial
ilfat8585,0.72,initial
jordandworaczyk,0.72,initial
mamuda23,0.72,initial
omoiya,0.72,initial
philbubs,0.72,initial
rad-p,0.72,initial
rhazkid55,0.72,initial
rushthomas,0.72,initial
soljal543,0.72,initial
step21,0.72,initial
svenm1234,0.72,initial
thekingofatlantis,0.72,initial
triggah61,0.72,initial
undadogirl68,0.72,initial
48streetrod,0.71,initial
antinik,0.71,initial
assu77,0.71,initial
blamassa,0.71,initial
boomernet,0.71,initial
chainomics,0.71,initial
costech95,0.71,initial
ewuoso,0.71,initial
festdfirst,0.71,initial
hendrair,0.71,initial
hernikplays,0.71,initial
hiboat2,0.71,initial
jayansh07,0.71,initial
justice442,0.71,initial
kaybaba1,0.71,initial
kotharivinod1959,0.71,initial
krishanbtc,0.71,initial
krishanpushpa,0.71,initial
linmiss,0.71,initial
mikeygbooth99,0.71,initial
ming8586921,0.71,initial
mjmoonbow,0.71,initial
optimistck,0.71,initial
rajonmia3031,0.71,initial
ritabell2020,0.71,initial
satish14490,0.71,initial
shrutigarg77708,0.71,initial
silverstarflex,0.71,initial
vineetmshah,0.71,initial
waseem098,0.71,initial
wizzfile,0.71,initial
chenchunming1986,0.70,initial
fedelmar,0.70,initial
mkalen,0.70,initial
sgn-047,0.70,initial
soremwar,0.70,initial
studroid,0.70,initial
binarylawyer,0.69,initial
igorisvoi,0.69,initial
drbh,0.68,initial
gizemcakil,0.68,initial
luisosta,0.68,initial
mihailiosilevitch,0.68,initial
nouveaucode-jordan,0.68,initial
ppraveen6498,0.68,initial
proofofvitalik,0.68,initial
sheikhn4,0.68,initial
trailangsuper,0.68,initial
ziadbc,0.68,initial
zymptomlabs,0.68,initial
felixwaage,0.67,initial
agostinapi,0.66,initial
artistic18,0.66,initial
breakpointer,0.66,initial
crash180,0.66,initial
goodytheman87,0.66,initial
iammukultaneja,0.66,initial
kod00,0.66,initial
mikefotiaoqing,0.66,initial
psharneja,0.66,initial
rdixon22,0.66,initial
scammi,0.66,initial
dianaaiym,0.65,initial
howlerbear,0.65,initial
samanthawynn,0.65,initial
splince,0.65,initial
aalberti333,0.64,initial
abdullahmoorad,0.64,initial
aliashraf1797,0.64,initial
baikal2004,0.64,initial
impossiblepairs,0.64,initial
khaled-alt,0.64,initial
rej156,0.64,initial
travisty12,0.64,initial
vucs1998,0.64,initial
blockchaingirls,0.63,initial
carlolson,0.63,initial
patrickalphac,0.63,initial
zintline,0.63,initial
ksujatha58,0.62,initial
manhunterita,0.62,initial
alfrerg,0.60,initial
kimol2,0.60,initial
ragazzo-br,0.60,initial
reinis139,0.59,initial
samramy,0.59,initial
anonusergitcoin37-yzxvogoyhx2hev6ofufoe9exfmwnh7zf,0.58,initial
dipakvit,0.58,initial
lennoxsears,0.58,initial
sarjito,0.58,initial
tassiapaschoal,0.58,initial
eustacebagge,0.57,initial
josealfonzor,0.57,initial
kazbit,0.57,initial
locoalien,0.57,initial
maguszart,0.57,initial
valdomero1,0.57,initial
valentin-rousseau,0.57,initial
zephyranthes03,0.57,initial
ambemat,0.56,initial
c0redumpbyt3sbits,0.56,initial
jhongamersex,0.56,initial
junsikchoi,0.56,initial
patitonar,0.56,initial
wili45,0.56,initial
schroedingerscode,0.55,initial
tephyr,0.55,initial
cdljsj,0.54,initial
cryptosavvy,0.54,initial
dendridge,0.54,initial
finlouarn,0.54,initial
knosence,0.54,initial
kylietramle,0.54,initial
rpruizc,0.54,initial
silver84,0.54,initial
sinahab,0.54,initial
denwebdesign,0.53,initial
jdhrrs,0.53,initial
nickoneill,0.53,initial
fredich,0.52,initial
a1md,0.51,initial
alexchaudhry,0.51,initial
basrenx,0.51,initial
cedriclnx,0.51,initial
demonicdonut,0.51,initial
hwp8mun,0.51,initial
littletadashi,0.51,initial
mochaza123,0.51,initial
pandalucu,0.51,initial
queenbauk,0.51,initial
tatyana0219,0.51,initial
vewatson,0.51,initial
ajtruex,0.50,initial
heesushin,0.50,initial
innocent5050,0.50,initial
kakorrhaphio,0.50,initial
momodaka,0.50,initial
ninja265,0.50,initial
poloniamilena,0.50,initial
salauusman,0.50,initial
sebasaenz,0.50,initial
witnet,0.50,initial
yudha96,0.50,initial
aquapanda,0.49,initial
money473271212,0.49,initial
msfrenchie,0.49,initial
scymex,0.49,initial
theking17082000,0.49,initial
amersl,0.48,initial
bobbybig-hub,0.48,initial
bwest981,0.48,initial
consensys-academy,0.48,initial
fergusdevelopmentllc,0.48,initial
frenchypeanut,0.48,initial
garethoates,0.48,initial
guruinventor,0.48,initial
imnik11,0.48,initial
jakehaugen,0.48,initial
parjan12,0.48,initial
psychonaut4975,0.48,initial
rom319,0.48,initial
trungpv1601,0.48,initial
ucnunes,0.48,initial
bhautikbharadava,0.47,initial
chaoweichiu,0.47,initial
devangelsite,0.47,initial
geetesh-gupta,0.47,initial
imwaihon,0.47,initial
jewcub,0.47,initial
keleffew,0.47,initial
notisset,0.47,initial
reymom,0.47,initial
tangyongzheng,0.47,initial
thefrozenfire,0.47,initial
weijiekoh,0.47,initial
zachhoskins,0.47,initial
zerocoolrocker,0.47,initial
facuoli,0.46,initial
justp2w,0.46,initial
metlock,0.46,initial
nach74,0.46,initial
radicleart,0.46,initial
thofmann,0.46,initial
wilsonlaiwx,0.46,initial
chickenshape,0.45,initial
pau1838,0.45,initial
redsquirrelsnut,0.45,initial
wedefi,0.45,initial
akshatjain-aj,0.44,initial
arsml,0.44,initial
coreyrdean,0.44,initial
endel,0.44,initial
je55eah,0.44,initial
jie170601,0.44,initial
jimmygodwin,0.44,initial
kylekatarnls,0.44,initial
markemberryan,0.44,initial
nanotitan,0.44,initial
ridiculously16,0.44,initial
vhkdiy,0.44,initial
wisthsb1519,0.44,initial
firefighterblu3,0.43,initial
charlescrain,0.42,initial
expede,0.42,initial
jcrain,0.42,initial
johncoene,0.42,initial
kalgel,0.42,initial
magdii85,0.42,initial
mannil,0.42,initial
reignrunner,0.42,initial
speeddragonto,0.42,initial
spesialmotor,0.42,initial
darkwingduckies,0.41,initial
gnc12,0.41,initial
hanzcky,0.41,initial
huudoanh1992,0.41,initial
janijojo,0.41,initial
jtripathy4,0.41,initial
shahriar16,0.41,initial
tabsaverx,0.41,initial
tanverkhan,0.41,initial
tanvir49,0.41,initial
wew0011001,0.41,initial
capcapin,0.40,initial
carsonip,0.40,initial
jeffywu,0.40,initial
teresaham11,0.40,initial
valer-cara,0.40,initial
amane93,0.39,initial
arzzen,0.39,initial
billionshields,0.39,initial
fudgydrs,0.39,initial
harunonsystem,0.39,initial
jrogelberg,0.39,initial
justusenumbers,0.39,initial
midaswellhitme,0.39,initial
mimmohak,0.39,initial
netrieter,0.39,initial
origamisand,0.39,initial
protourist,0.39,initial
svelic96,0.39,initial
witwender,0.39,initial
yokvalla26,0.39,initial
alekskuzmin,0.38,initial
ankitiitb1069,0.38,initial
bdescamps,0.38,initial
delicatos,0.38,initial
frankschm,0.38,initial
godson778,0.38,initial
hkedia,0.38,initial
litoopcmbjp340,0.38,initial
littlesouken,0.38,initial
mcne65,0.38,initial
melalis1357,0.38,initial
mirceanis,0.38,initial
mrfolgers92,0.38,initial
mridul-singh,0.38,initial
nadiaiv,0.38,initial
radotzki,0.38,initial
rphansen91,0.38,initial
sesdaniel,0.38,initial
suryakantgupta,0.38,initial
tkeidar,0.38,initial
truesaints,0.38,initial
uriel-shimony,0.38,initial
viarnesq,0.38,initial
alinooshabadi,0.37,initial
amiloski,0.37,initial
bofeng369,0.37,initial
bramke,0.37,initial
daisysue27,0.37,initial
danielitus,0.37,initial
edwardhcodes,0.37,initial
emerfoot,0.37,initial
guoliang,0.37,initial
hamed2012-dr,0.37,initial
ian135,0.37,initial
ilyar,0.37,initial
jakub-czyz,0.37,initial
magiclobster,0.37,initial
mahalakshminadar,0.37,initial
mosic,0.37,initial
nikunj321,0.37,initial
nikvizio,0.37,initial
nirmaljpatel,0.37,initial
out-sider1,0.37,initial
pinkjohnofus,0.37,initial
sarahwiley,0.37,initial
scrapperbitch,0.37,initial
trial123zel,0.37,initial
valleypickle,0.37,initial
xen1024,0.37,initial
ashiknesin,0.36,initial
bmaness910,0.36,initial
braneheplab,0.36,initial
cabrenn,0.36,initial
darkflames1997,0.36,initial
dasanra,0.36,initial
flex-dapps,0.36,initial
gdsoumya,0.36,initial
heosua91,0.36,initial
hymner,0.36,initial
ikill4food2,0.36,initial
jflowers1974,0.36,initial
loovthejungle,0.36,initial
mycryptohq,0.36,initial
nkiki,0.36,initial
zhigan,0.36,initial
ajaypalnitj,0.35,initial
alfacom,0.35,initial
asnain,0.35,initial
chojayr,0.35,initial
chrisconn63,0.35,initial
cjmoles,0.35,initial
dante14ktv,0.35,initial
ecrivaine,0.35,initial
farrukhahmed82,0.35,initial
ilya-mv,0.35,initial
kiettran95,0.35,initial
krooogle,0.35,initial
marcosrin,0.35,initial
martinkrung,0.35,initial
mashevloff,0.35,initial
paulpawletta,0.35,initial
saurabhk00,0.35,initial
superhecht1,0.35,initial
username-climax,0.35,initial
aayush792,0.34,initial
adamyala,0.34,initial
alberreman,0.34,initial
amanpbh,0.34,initial
bisnu999,0.34,initial
bor4,0.34,initial
dolu89,0.34,initial
emiliorull,0.34,initial
everythinghack,0.34,initial
gbotrel,0.34,initial
hudazara,0.34,initial
ini-tech,0.34,initial
javed368,0.34,initial
keithtmccartney,0.34,initial
nguyentiensy99,0.34,initial
rachelhamlin,0.34,initial
rocketman081290,0.34,initial
severusken,0.34,initial
