handle,user_id,total,active_user,kernel,GMV
azcat233,133635,70599000000000000000,54509000000000000000,0,16090000000000000000
ggyyno5,118895,310438400000000000000,294348400000000000000,0,16090000000000000000
standude13,138436,59697200000000000000,43607200000000000000,0,16090000000000000000
jerome-chen,4094,125097899999000002560,109017900000000000000,0,16079999999000000512
jeffarry,92501,130292299999000002560,114212300000000000000,0,16079999999000000512
mradkov,2449,16079999999000000512,0,0,16079999999000000512
eacolina,22288,16059999999000000512,0,0,16059999999000000512
dolebas,3397,67875100000000000000,51825100000000000000,0,16050000000000000000
mozes93,69009,16050000000000000000,0,0,16050000000000000000
bilbertius,77599,16030000000000000000,0,0,16030000000000000000
dinadur,112113,48715399999000002560,32705399998999998464,0,16010000000000000000
limouren778,135446,168635100000000016384,152625100000000016384,0,16010000000000000000
trailwalkerbm,140043,179536899999999983616,163526899999999983616,0,16010000000000000000
xuanhoa2703,137055,179536899999999983616,163526899999999983616,0,16010000000000000000
leslie158,141309,135919700000000000000,119919700000000000000,0,16000000000000000000
abhi82482,111593,431968700000000016384,415988700000000016384,0,15980000000000000000
vp-asdrubal,148157,37783600000000000000,21803600000000000000,0,15980000000000000000
kedos123,138017,81380700000000000000,65410700000000000000,0,15970000000000000000
gurrpi,50732,15960000000000000000,0,0,15960000000000000000
curtailment,103420,51236200000000000000,35286200000000000000,0,15950000000000000000
glamdringer,133789,59557200000000000000,43607200000000000000,0,15950000000000000000
karaza,111953,74760400000000000000,58810400000000000000,0,15950000000000000000
2021kdb,138360,37753600000000000000,21803600000000000000,0,15950000000000000000
2022srr,138308,37753600000000000000,21803600000000000000,0,15950000000000000000
alleycatstudios,136967,37753600000000000000,21803600000000000000,0,15950000000000000000
raul0287,138292,37753600000000000000,21803600000000000000,0,15950000000000000000
nyssanida,78994,146761499999000002560,130821499999000002560,0,15940000000000000000
biockassassin,112458,1520389999998999986176,1504449999999000117248,0,15940000000000000000
bigwooly,136523,81340700000000000000,65410700000000000000,0,15930000000000000000
kaca7404,132787,310278400000000000000,294348400000000000000,0,15930000000000000000
alondai,137623,310268400000000000000,294348400000000000000,0,15920000000000000000
mathandley,79677,43672200000000000000,27752200000000000000,0,15920000000000000000
stink3finger,66738,65850400000000000000,49930400000000000000,0,15920000000000000000
brocloc,136681,81300700000000000000,65410700000000000000,0,15890000000000000000
luckysign80,77316,15880000000000000000,0,0,15880000000000000000
the-rileyj,12576,38029700000000000000,22149700000000000000,0,15880000000000000000
viteklop79,146785,190308699999000002560,174428699999000002560,0,15880000000000000000
huynhtandai95,146521,222994099999000002560,207134099999000002560,0,15860000000000000000
artall64,67644,115041900000000000000,99181900000000000000,0,15860000000000000000
blogginjesus,101203,185408899999999983616,169548899999999983616,0,15860000000000000000
wuyanfeng123,149820,124877900000000000000,109017900000000000000,0,15860000000000000000
micqdf,119437,48555399999000002560,32705399998999998464,0,15850000000000000000
anonymys10,141840,233875800000000000000,218035800000000000000,0,15840000000000000000
chestnutbruze,104005,39957300000000000000,24127300000000000000,0,15830000000000000000
crypto-cisco,108624,270294300000000016384,254464300000000016384,0,15830000000000000000
tbaloglu,115103,59437200000000000000,43607200000000000000,0,15830000000000000000
anan68,143765,135739700000000000000,119919700000000000000,0,15820000000000000000
bitcoinjohnny,132306,539095999998999986176,523285999998999986176,0,15810000000000000000
ezchinonso,71624,146611499999000002560,130821499999000002560,0,15790000000000000000
murphy20555,137806,59397200000000000000,43607200000000000000,0,15790000000000000000
gaspardpeduzzi,62530,37583600000000000000,21803600000000000000,0,15780000000000000000
basharhasan89,131859,124797900000000000000,109017900000000000000,0,15780000000000000000
mandelliant,71741,129248600000000000000,113478600000000000000,0,15770000000000000000
mi2valley,136684,59377200000000000000,43607200000000000000,0,15770000000000000000
yashmannn,137422,81180700000000000000,65410700000000000000,0,15770000000000000000
balian007,137796,168385100000000016384,152625100000000016384,0,15760000000000000000
chickendrum88,146522,26660000000000000000,10900000000000000000,0,15760000000000000000
jurassicparkabell1835,146424,26660000000000000000,10900000000000000000,0,15760000000000000000
layerstate,88142,128435600000000000000,112675600000000000000,0,15760000000000000000
nixsnatchfox44,146410,26660000000000000000,10900000000000000000,0,15760000000000000000
btcsucellus,138372,59367200000000000000,43607200000000000000,0,15760000000000000000
stalkerant1,131802,59357200000000000000,43607200000000000000,0,15750000000000000000
waleebello,146293,26650000000000000000,10900000000000000000,0,15750000000000000000
parzivalissweet,71246,15750000000000000000,0,0,15750000000000000000
dragon3766,70971,85141000000000000000,69411000000000000000,0,15730000000000000000
motunks,110704,104664900000000000000,88934900000000000000,0,15730000000000000000
xh0106,129237,190158699999000002560,174428699999000002560,0,15730000000000000000
keksso,143133,81140700000000000000,65410700000000000000,0,15730000000000000000
apaulalm,140456,102934300000000000000,87214300000000000000,0,15720000000000000000
panatic1328,136375,135629700000000000000,119919700000000000000,0,15710000000000000000
hai2021,145256,81110700000000000000,65410700000000000000,0,15700000000000000000
8ram,105352,38353900000000000000,22663900000000000000,0,15690000000000000000
six-days,141261,59297200000000000000,43607200000000000000,0,15690000000000000000
bradleypooper,96481,28380300000000000000,12690300000000000000,0,15690000000000000000
pineappler,99405,124707900000000000000,109017900000000000000,0,15690000000000000000
curlyti,142259,179206899999999983616,163526899999999983616,0,15680000000000000000
ethanzhen,134159,429948099998999969792,414268099998999969792,0,15680000000000000000
gchisanbv,145369,331832000000000000000,316152000000000000000,0,15680000000000000000
helloxixia,140891,331832000000000000000,316152000000000000000,0,15680000000000000000
joze21,143107,91992500000000000000,76312500000000000000,0,15680000000000000000
onlyone85,134842,233715800000000000000,218035800000000000000,0,15680000000000000000
shoyou9527,131166,331832000000000000000,316152000000000000000,0,15680000000000000000
sunnyroger1,141319,157403299999999983616,141723300000000000000,0,15680000000000000000
tvist,72229,378362300000000016384,362682300000000016384,0,15680000000000000000
verycb,113732,342733799999999967232,327053799999999967232,0,15680000000000000000
wzpcoo,142272,81090700000000000000,65410700000000000000,0,15680000000000000000
zdfgoogle,132135,506260600000000032768,490580600000000032768,0,15680000000000000000
zero-x-seven,91165,41711300000000000000,26031300000000000000,0,15680000000000000000
timewalker91,113952,61532100000000000000,45872100000000000000,0,15660000000000000000
vexterz,96857,37463600000000000000,21803600000000000000,0,15660000000000000000
baillokb,95139,91771500000000000000,76141500000000000000,0,15630000000000000000
big-lgtm,134241,211862300000000016384,196232300000000016384,0,15630000000000000000
jason12343,96193,70139000000000000000,54509000000000000000,0,15630000000000000000
rstdona,106222,268658000000000000000,253028000000000000000,0,15630000000000000000
tovirgle,107035,73580100000000000000,57950100000000000000,0,15630000000000000000
coffeefish22,108646,126348500000000000000,110738500000000000000,0,15610000000000000000
flippinroo2,121131,37413600000000000000,21803600000000000000,0,15610000000000000000
tomocean22,78258,58466600000000000000,42866600000000000000,0,15600000000000000000
cburgdorf,2410,278094599998999986176,262504599998999986176,0,15590000000000000000
francomuniz,135407,113706100000000000000,98116100000000000000,0,15590000000000000000
lullis,80028,118042900000000000000,102452900000000000000,0,15590000000000000000
cyberjuno,96044,40960500000000000000,25380500000000000000,0,15580000000000000000
cjayz001,117900,260495499999000002560,244935499999000002560,0,15560000000000000000
saxis,14913,87563999999000002560,72013999999000002560,0,15550000000000000000
a871244846,141704,157253299999999983616,141723300000000000000,0,15530000000000000000
tosunra,108873,115366700000000000000,99836700000000000000,0,15530000000000000000
lukeschwartz5,86348,29211700000000000000,13691700000000000000,0,15520000000000000000
chrisdapp,92695,129702300000000000000,114212300000000000000,0,15490000000000000000
ch3131,147821,145483899999000002560,130003899999000002560,0,15480000000000000000
djokerops,106558,202531000000000000000,187051000000000000000,0,15480000000000000000
longbitcoin6688,125214,124497900000000000000,109017900000000000000,0,15480000000000000000
nyyanks89,143346,26380000000000000000,10900000000000000000,0,15480000000000000000
ookimaki,111180,71386600000000000000,55906600000000000000,0,15480000000000000000
ivo2pac,86511,66367500000000000000,50907500000000000000,0,15460000000000000000
rywang-crypto,140323,102674300000000000000,87214300000000000000,0,15460000000000000000
bassbauman,80603,87473999999000002560,72013999999000002560,0,15460000000000000000
goodnessezeokafor,72503,15460000000000000000,0,0,15460000000000000000
glcryptonics,78228,15450000000000000000,0,0,15450000000000000000
kpierce236,71077,15450000000000000000,0,0,15450000000000000000
loganrichy,96916,40166000000000000000,24746000000000000000,0,15420000000000000000
vivatpollk,141809,233455800000000000000,218035800000000000000,0,15420000000000000000
corbinferrie,131057,124437900000000000000,109017900000000000000,0,15420000000000000000
nicholasday224,147018,178916899999999983616,163526899999999983616,0,15390000000000000000
paijo4726,73622,15390000000000000000,0,0,15390000000000000000
westlakeneverdry,132858,255229400000000000000,239839400000000000000,0,15390000000000000000
dru-zod,67600,32145600000000000000,16765600000000000000,0,15380000000000000000
juanes-5,87850,29071700000000000000,13691700000000000000,0,15380000000000000000
animusarya,59167,15370000000000000000,0,0,15370000000000000000
huangbing26,110080,278733600000000000000,263363600000000000000,0,15370000000000000000
tigergibson,137934,146191499999000002560,130821499999000002560,0,15370000000000000000
madumas,73217,46438700000000000000,31078700000000000000,0,15360000000000000000
cryptoserrano,83219,50379100000000000000,35029100000000000000,0,15350000000000000000
mercedes423,132781,440519900000000016384,425169900000000016384,0,15350000000000000000
ooakosimo,79955,75080600000000000000,59730600000000000000,0,15350000000000000000
kevinvitale,78361,53626300000000000000,38296300000000000000,0,15330000000000000000
gksl520,128457,309678400000000000000,294348400000000000000,0,15330000000000000000
albertocuestacanada,59600,15320000000000000000,0,0,15320000000000000000
gagnsaini9780,59165,15320000000000000000,0,0,15320000000000000000
kobyeet,97068,40066000000000000000,24746000000000000000,0,15320000000000000000
seesemichaelj,380,43138100000000000000,27818100000000000000,0,15320000000000000000
barderur,87884,70076700000000000000,54766700000000000000,0,15310000000000000000
sarahvella,79986,258357400000000000000,243047400000000000000,0,15310000000000000000
sexdrugsandzcash,102282,196255000000000000000,180955000000000000000,0,15300000000000000000
dijxtra,14570,32495500000000000000,17195500000000000000,0,15300000000000000000
joystock,109523,109396600000000000000,94096600000000000000,0,15300000000000000000
stefneil,108795,320550200000000032768,305250200000000032768,0,15300000000000000000
almaroof,127782,396852700000000016384,381562700000000016384,0,15290000000000000000
djudjuu,2507,54019900000000000000,38729900000000000000,0,15290000000000000000
nicoholo,141412,167915100000000016384,152625100000000016384,0,15290000000000000000
bsicoalition,8627,15290000000000000000,0,0,15290000000000000000
tamaslocher,48147,63266500000000000000,47976500000000000000,0,15290000000000000000
elbaratonr,118890,320520199999999967232,305250200000000032768,0,15270000000000000000
sastro145,73620,15270000000000000000,0,0,15270000000000000000
georgetprofit,95996,51474399999000002560,36214399998999998464,0,15260000000000000000
www5226448,95568,80670700000000000000,65410700000000000000,0,15260000000000000000
kilatunzii,109865,354926099999999983616,339676099999999983616,0,15250000000000000000
a5983168,136729,91562500000000000000,76312500000000000000,0,15250000000000000000
jasonic1976,143456,69749000000000000000,54509000000000000000,0,15240000000000000000
sunnymojod,88396,40952400000000000000,25722400000000000000,0,15230000000000000000
bingo2021911,144982,69729000000000000000,54509000000000000000,0,15220000000000000000
xujiajia330,144579,135119700000000000000,119919700000000000000,0,15200000000000000000
invader95,109480,50486200000000000000,35286200000000000000,0,15200000000000000000
timkonieczny,108872,74010400000000000000,58810400000000000000,0,15200000000000000000
noah-amar,60664,34218100000000000000,19028100000000000000,0,15190000000000000000
rosseta-stone,75463,15190000000000000000,0,0,15190000000000000000
montekengine,87654,42573300000000000000,27383300000000000000,0,15190000000000000000
edouardlvdl,72608,61030800000000000000,45850800000000000000,0,15180000000000000000
criptoglobal21,121776,222304099999000002560,207134099999000002560,0,15170000000000000000
markliu1995,112168,156883299999999983616,141723300000000000000,0,15160000000000000000
nero2525,76616,15160000000000000000,0,0,15160000000000000000
banesergue2,146516,26050000000000000000,10900000000000000000,0,15150000000000000000
beecroissant97,146458,26050000000000000000,10900000000000000000,0,15150000000000000000
beforesunsetwind,146503,26050000000000000000,10900000000000000000,0,15150000000000000000
earthsalacia90,146479,26050000000000000000,10900000000000000000,0,15150000000000000000
elhamne,96435,145460600000000000000,130310600000000000000,0,15150000000000000000
enchantingplanetar,146456,26050000000000000000,10900000000000000000,0,15150000000000000000
flowerkarate86,146509,26050000000000000000,10900000000000000000,0,15150000000000000000
garlicbreadcheesesticks,146490,26050000000000000000,10900000000000000000,0,15150000000000000000
helmetliquor,146416,26050000000000000000,10900000000000000000,0,15150000000000000000
pietimonfig,146464,26050000000000000000,10900000000000000000,0,15150000000000000000
scarfacebeef25,146471,26050000000000000000,10900000000000000000,0,15150000000000000000
spiritedawaystone,146449,26050000000000000000,10900000000000000000,0,15150000000000000000
starshiplion100,146447,26050000000000000000,10900000000000000000,0,15150000000000000000
thepianistpisces,146442,26050000000000000000,10900000000000000000,0,15150000000000000000
tunepiesquid,146433,26050000000000000000,10900000000000000000,0,15150000000000000000
intelliz,80149,43955600000000000000,28805600000000000000,0,15150000000000000000
lu-calm,93260,27840300000000000000,12690300000000000000,0,15150000000000000000
xiaodan777,131122,254989400000000000000,239839400000000000000,0,15150000000000000000
zachdt,74586,15150000000000000000,0,0,15150000000000000000
hhh366,114009,345046800000000000000,329906800000000000000,0,15140000000000000000
mewwts,43434,128884000000000000000,113744000000000000000,0,15140000000000000000
caiiiyua,131393,124137900000000000000,109017900000000000000,0,15120000000000000000
crispin-dye,149400,156843299999999983616,141723300000000000000,0,15120000000000000000
etheoq,109619,203313200000000000000,188193200000000000000,0,15120000000000000000
followeex,144540,167745100000000016384,152625100000000016384,0,15120000000000000000
gottliebfreudenreich,84154,320370200000000032768,305250200000000032768,0,15120000000000000000
hammerrax,126393,201289099999000002560,186169099999000002560,0,15120000000000000000
herofang,111017,389737799999000018944,374617799999000018944,0,15120000000000000000
laoshou49,113963,309171899999000002560,294051899999000002560,0,15120000000000000000
ruowu666,140779,320370200000000032768,305250200000000032768,0,15120000000000000000
szjomin,136169,265861200000000000000,250741200000000000000,0,15120000000000000000
throberto20,108352,38644200000000000000,23524200000000000000,0,15120000000000000000
xiaowan-001,149376,167745100000000016384,152625100000000016384,0,15120000000000000000
xqq13958710752,118236,320370200000000032768,305250200000000032768,0,15120000000000000000
xx1413,135635,124137900000000000000,109017900000000000000,0,15120000000000000000
azbtc123,108236,105177400000000000000,90067400000000000000,0,15110000000000000000
joezippy,88169,28791700000000000000,13691700000000000000,0,15100000000000000000
nerd257,69559,15100000000000000000,0,0,15100000000000000000
glockz-bit,146514,145911499999000002560,130821499999000002560,0,15090000000000000000
princseila,134944,156813299999999983616,141723300000000000000,0,15090000000000000000
tino28082000,108688,82221300000000000000,67131300000000000000,0,15090000000000000000
paradigm1759,60635,34108100000000000000,19028100000000000000,0,15080000000000000000
str4d,85351,63324700000000000000,48254700000000000000,0,15070000000000000000
ankisharmadel,111991,105715500000000000000,90655500000000000000,0,15060000000000000000
winnie-cat,149273,58647200000000000000,43607200000000000000,0,15040000000000000000
trantran9x,149185,113156100000000000000,98116100000000000000,0,15040000000000000000
joramblings,94678,91171500000000000000,76141500000000000000,0,15030000000000000000
pixelmayer,67091,221376000000000000000,206346000000000000000,0,15030000000000000000
unicefinnovate,82079,29412800000000000000,14402800000000000000,0,15010000000000000000
brunobar79,15215,60292800000000000000,45292800000000000000,0,15000000000000000000
mattk8,97154,198151299999000002560,183151299999000002560,0,15000000000000000000
pg2047,140212,80410700000000000000,65410700000000000000,0,15000000000000000000
zippoxer,87956,93144300000000000000,78144300000000000000,0,15000000000000000000
anonusergitcoin19-v834zersgfms34gcwbwn4cedfqosmqtc,86142,28691700000000000000,13691700000000000000,0,15000000000000000000
kimchi-code,87779,28691700000000000000,13691700000000000000,0,15000000000000000000
alexzielonko,5632,39500400000000000000,24510400000000000000,0,14990000000000000000
catorpilor,113853,516472400000000000000,501482400000000000000,0,14990000000000000000
chadgainor,83608,14990000000000000000,0,0,14990000000000000000
ethereumjesus,73749,45301500000000000000,30311500000000000000,0,14990000000000000000
malcolmry00,107108,37926100000000000000,22936100000000000000,0,14990000000000000000
stegenh,97444,39736000000000000000,24746000000000000000,0,14990000000000000000
musk121,144541,134889700000000000000,119919700000000000000,0,14970000000000000000
jaymutzafi,151035,69479000000000000000,54509000000000000000,0,14970000000000000000
shanguangdog,135332,222104099999000002560,207134099999000002560,0,14970000000000000000
ronetconsulting,71123,14950000000000000000,0,0,14950000000000000000
victormalmo,109383,123967900000000000000,109017900000000000000,0,14950000000000000000
wkarshat,68028,297609799999999967232,282659800000000000000,0,14950000000000000000
miancly,151580,99974000000000000000,85034000000000000000,0,14940000000000000000
qqweid,130315,167565100000000016384,152625100000000016384,0,14940000000000000000
xiaobin428,142294,189368699999000002560,174428699999000002560,0,14940000000000000000
gnarcard3,121413,58537200000000000000,43607200000000000000,0,14930000000000000000
louisdm31,73189,225627800000000000000,210697800000000000000,0,14930000000000000000
wewelimo,119054,123917900000000000000,109017900000000000000,0,14900000000000000000
ii323,109161,60227700000000000000,45327700000000000000,0,14900000000000000000
zc442,143786,211132300000000016384,196232300000000016384,0,14900000000000000000
haoboys,138939,200220499999999983616,185330499999999983616,0,14890000000000000000
leewinds,139034,200220499999999983616,185330499999999983616,0,14890000000000000000
husainkhati,79029,65499200000000000000,50609200000000000000,0,14890000000000000000
ok91008,135190,134809700000000000000,119919700000000000000,0,14890000000000000000
prestwich,72714,85196000000000000000,70306000000000000000,0,14890000000000000000
aleksaundr,106189,38394200000000000000,23524200000000000000,0,14870000000000000000
dark3d,136805,80280700000000000000,65410700000000000000,0,14870000000000000000
nasdf,119254,36401000000000000000,21531000000000000000,0,14870000000000000000
basaktpl,93551,78311300000000000000,63451300000000000000,0,14860000000000000000
adler-graph,118325,276502999998999986176,261642999998999986176,0,14860000000000000000
dmamira,77954,265581200000000000000,250741200000000000000,0,14840000000000000000
uniswap123,130592,243777600000000000000,228937600000000000000,0,14840000000000000000
fishingrice285,146423,25730000000000000000,10900000000000000000,0,14830000000000000000
floralviolin91,146404,25730000000000000000,10900000000000000000,0,14830000000000000000
leafwalkerindia,146411,25730000000000000000,10900000000000000000,0,14830000000000000000
mircookies,146394,25730000000000000000,10900000000000000000,0,14830000000000000000
redwoodvenus,146408,25730000000000000000,10900000000000000000,0,14830000000000000000
easygem23,131479,156543299999999983616,141723300000000000000,0,14820000000000000000
a89312105,144062,102034300000000000000,87214300000000000000,0,14820000000000000000
chandel43,79093,138180900000000000000,123360900000000000000,0,14820000000000000000
sammehta88,17670,73620400000000000000,58810400000000000000,0,14810000000000000000
zemse,81216,108906600000000000000,94096600000000000000,0,14810000000000000000
jackyo19999,134716,341853799999999967232,327053799999999967232,0,14800000000000000000
thessymehrain,4172,43575600000000000000,28805600000000000000,0,14770000000000000000
mosyanikol,126334,69838000000000000000,55068000000000000000,0,14770000000000000000
khriwa-khikhi,87716,28451700000000000000,13691700000000000000,0,14760000000000000000
conniedigital,72707,68226300000000000000,53466300000000000000,0,14760000000000000000
craig-iam-smith,1427,14760000000000000000,0,0,14760000000000000000
viaeth,93414,27430300000000000000,12690300000000000000,0,14740000000000000000
2727matthieu,143684,80150700000000000000,65410700000000000000,0,14740000000000000000
4math2379,77323,14740000000000000000,0,0,14740000000000000000
9coin-git,148382,69249000000000000000,54509000000000000000,0,14740000000000000000
abukatov,93055,36543600000000000000,21803600000000000000,0,14740000000000000000
alexg2021,123264,37102600000000000000,22362600000000000000,0,14740000000000000000
alexgreen92,67352,14740000000000000000,0,0,14740000000000000000
almax777,140037,36543600000000000000,21803600000000000000,0,14740000000000000000
altsnake,107064,85312500000000000000,70572500000000000000,0,14740000000000000000
andrew111222,139867,47445399999000002560,32705399998999998464,0,14740000000000000000
andywilfred,149305,112856100000000000000,98116100000000000000,0,14740000000000000000
arc01e,149612,80150700000000000000,65410700000000000000,0,14740000000000000000
babiore,146256,58347200000000000000,43607200000000000000,0,14740000000000000000
benwalter96,109998,38264200000000000000,23524200000000000000,0,14740000000000000000
bitcoinpork,110680,85312500000000000000,70572500000000000000,0,14740000000000000000
bnjmn-eth,106334,38264200000000000000,23524200000000000000,0,14740000000000000000
bokswagen777,149071,36543600000000000000,21803600000000000000,0,14740000000000000000
chuckbarnes16,143834,80150700000000000000,65410700000000000000,0,14740000000000000000
chunkyfire-29,109790,38264200000000000000,23524200000000000000,0,14740000000000000000
cincy80,110998,91912800000000000000,77172800000000000000,0,14740000000000000000
clix5cash,140055,36543600000000000000,21803600000000000000,0,14740000000000000000
cmsx,105947,26500000000000000000,11760000000000000000,0,14740000000000000000
coutience,150861,58347200000000000000,43607200000000000000,0,14740000000000000000
cryptomason1,139342,25640000000000000000,10900000000000000000,0,14740000000000000000
cyberpip,100957,36543600000000000000,21803600000000000000,0,14740000000000000000
esteban89,134129,36543600000000000000,21803600000000000000,0,14740000000000000000
eyooooo,114269,38264200000000000000,23524200000000000000,0,14740000000000000000
faridrached,57136,398076199999999967232,383336199999999967232,0,14740000000000000000
fatimes,66662,31935500000000000000,17195500000000000000,0,14740000000000000000
fiky2067,121143,36543600000000000000,21803600000000000000,0,14740000000000000000
finbey,94919,85312500000000000000,70572500000000000000,0,14740000000000000000
gavin0001,136928,123757900000000000000,109017900000000000000,0,14740000000000000000
gfoss,118323,82415700000000000000,67675700000000000000,0,14740000000000000000
gitdayou,144909,167365100000000016384,152625100000000016384,0,14740000000000000000
hermessimplex,108184,85312500000000000000,70572500000000000000,0,14740000000000000000
hovien1991,138617,298186599999999967232,283446600000000000000,0,14740000000000000000
jasonkellem,138525,80150700000000000000,65410700000000000000,0,14740000000000000000
jasonzhangzj,135380,58347200000000000000,43607200000000000000,0,14740000000000000000
jcali17,109663,38264200000000000000,23524200000000000000,0,14740000000000000000
joenkoo,108415,80150700000000000000,65410700000000000000,0,14740000000000000000
kennyrowe,66729,83522000000000000000,68782000000000000000,0,14740000000000000000
kirinzhang,135193,80150700000000000000,65410700000000000000,0,14740000000000000000
mdsilber,144016,36543600000000000000,21803600000000000000,0,14740000000000000000
mgarciap,15142,26500000000000000000,11760000000000000000,0,14740000000000000000
mikec,72048,30279400000000000000,15539400000000000000,0,14740000000000000000
misucojocaur,146276,80150700000000000000,65410700000000000000,0,14740000000000000000
mkkoll,107529,70969500000000000000,56229500000000000000,0,14740000000000000000
mmahmutovic,110199,85312500000000000000,70572500000000000000,0,14740000000000000000
mqiancheng,137031,91052500000000000000,76312500000000000000,0,14740000000000000000
mwburge,72817,55659900000000000000,40919900000000000000,0,14740000000000000000
mxz9102,144870,80150700000000000000,65410700000000000000,0,14740000000000000000
nyusternie,107110,38264200000000000000,23524200000000000000,0,14740000000000000000
pliebert,138177,69249000000000000000,54509000000000000000,0,14740000000000000000
pvandenbrink,108150,61788300000000000000,47048300000000000000,0,14740000000000000000
randyramig,107766,38264200000000000000,23524200000000000000,0,14740000000000000000
rasher17,106577,38264200000000000000,23524200000000000000,0,14740000000000000000
redx,132462,80150700000000000000,65410700000000000000,0,14740000000000000000
rosscopaddison,67067,66326500000000000000,51586500000000000000,0,14740000000000000000
roxe-chain,135555,80150700000000000000,65410700000000000000,0,14740000000000000000
rraina,72097,30279400000000000000,15539400000000000000,0,14740000000000000000
rtalamas,101783,38264200000000000000,23524200000000000000,0,14740000000000000000
sentilesdal,109675,36543600000000000000,21803600000000000000,0,14740000000000000000
slavikinvestor,137198,36543600000000000000,21803600000000000000,0,14740000000000000000
sphryus,138582,80150700000000000000,65410700000000000000,0,14740000000000000000
stellamitch25,83677,14740000000000000000,0,0,14740000000000000000
talariganesh,102638,81871300000000000000,67131300000000000000,0,14740000000000000000
thomthomsimp,83686,14740000000000000000,0,0,14740000000000000000
tkitki,109868,85312500000000000000,70572500000000000000,0,14740000000000000000
toko926,61500,52796300000000000000,38056300000000000000,0,14740000000000000000
tommycrpt,108581,117157600000000000000,102417600000000000000,0,14740000000000000000
ulysseus,48022,85312500000000000000,70572500000000000000,0,14740000000000000000
usdskate,141082,36543600000000000000,21803600000000000000,0,14740000000000000000
viledrow,107986,26500000000000000000,11760000000000000000,0,14740000000000000000
wang121230,136818,298186599999999967232,283446600000000000000,0,14740000000000000000
wangboguo,106528,80150700000000000000,65410700000000000000,0,14740000000000000000
xiaohuahua746,146999,298186599999999967232,283446600000000000000,0,14740000000000000000
yu-cher,142799,25640000000000000000,10900000000000000000,0,14740000000000000000
zimbabwean-inflation,150188,36543600000000000000,21803600000000000000,0,14740000000000000000
os994,136492,58337200000000000000,43607200000000000000,0,14730000000000000000
r1l4x,117593,48567800000000000000,33837800000000000000,0,14730000000000000000
walnln848511,142434,112846100000000000000,98116100000000000000,0,14730000000000000000
pooyafekri,105621,36523600000000000000,21803600000000000000,0,14720000000000000000
az326516742,132199,200040499999999983616,185330499999999983616,0,14710000000000000000
oddballbutler,16346,36306000000000000000,21596000000000000000,0,14710000000000000000
yume-rain,104098,81841300000000000000,67131300000000000000,0,14710000000000000000
saviorlmm,143822,112826100000000000000,98116100000000000000,0,14710000000000000000
zerochl,147300,58317200000000000000,43607200000000000000,0,14710000000000000000
3scava1i3r,81886,38344900000000000000,23644900000000000000,0,14700000000000000000
sergemafia,146822,36503600000000000000,21803600000000000000,0,14700000000000000000
jdirtz,109808,49405500000000000000,34705500000000000000,0,14700000000000000000
jodie1989,139979,178206899999999983616,163526899999999983616,0,14680000000000000000
jonezee1,130641,90992500000000000000,76312500000000000000,0,14680000000000000000
kybadger70,73098,61298100000000000000,46618100000000000000,0,14680000000000000000
fire81147,136019,974027699998999969792,959357699999000035328,0,14670000000000000000
saturnikiru,131792,47375399999000002560,32705399998999998464,0,14670000000000000000
funam,97352,39386000000000000000,24746000000000000000,0,14640000000000000000
msanmiguel21,1875,14640000000000000000,0,0,14640000000000000000
qq86254461,139898,36443600000000000000,21803600000000000000,0,14640000000000000000
luisantoniocrag,105964,60526800000000000000,45886800000000000000,0,14640000000000000000
zatoichi0215,139515,80050700000000000000,65410700000000000000,0,14640000000000000000
gl0285,111362,310110899999999983616,295480899999999983616,0,14630000000000000000
davelk06,134186,101834300000000000000,87214300000000000000,0,14620000000000000000
joseph-christopherson,68927,90473900000000000000,75853900000000000000,0,14620000000000000000
aldawg77,132639,80020700000000000000,65410700000000000000,0,14610000000000000000
lenskuy,71529,14610000000000000000,0,0,14610000000000000000
bixiangshangwu,136320,178126899999999983616,163526899999999983616,0,14600000000000000000
abeltedros,11107,43821000000000000000,29231000000000000000,0,14590000000000000000
ankiducollection,112004,129292300000000000000,114702300000000000000,0,14590000000000000000
shyam1996,63758,94343700000000000000,79753700000000000000,0,14590000000000000000
umurb,78375,73678400000000000000,59088400000000000000,0,14590000000000000000
vgcif,8542,43478700000000000000,28888700000000000000,0,14590000000000000000
xingfly,130505,80000700000000000000,65410700000000000000,0,14590000000000000000
ylv-io,72165,60440800000000000000,45850800000000000000,0,14590000000000000000
jiuye-2020,130681,36393600000000000000,21803600000000000000,0,14590000000000000000
3dw1nm0535,93214,25480000000000000000,10900000000000000000,0,14580000000000000000
davibail,76945,14570000000000000000,0,0,14570000000000000000
toantk12,115727,101784300000000000000,87214300000000000000,0,14570000000000000000
bragiang,143573,199890499999999983616,185330499999999983616,0,14560000000000000000
gityuperab,131573,308908400000000000000,294348400000000000000,0,14560000000000000000
luna-crypto,95927,348630899998999969792,334070899998999969792,0,14560000000000000000
pokkits,148014,167185100000000016384,152625100000000016384,0,14560000000000000000
sa1lqaq,132082,101774300000000000000,87214300000000000000,0,14560000000000000000
trading-maniac,148120,301549699999999983616,286989699999999983616,0,14560000000000000000
yellowcandle,88066,68984400000000000000,54424400000000000000,0,14560000000000000000
jshscode,88377,41943300000000000000,27383300000000000000,0,14560000000000000000
volcanicglass,108994,38084200000000000000,23524200000000000000,0,14560000000000000000
fina99,92620,128752300000000000000,114212300000000000000,0,14540000000000000000
