handle,user_id,total,active_user,kernel,GMV
centaurus-tech,150331,356758400000000000000,294348400000000000000,0,62410000000000000000
deepoeth,150339,356758400000000000000,294348400000000000000,0,62410000000000000000
frutty-bit,150354,356758400000000000000,294348400000000000000,0,62410000000000000000
ghostik-cmd,150361,356758400000000000000,294348400000000000000,0,62410000000000000000
grizzly981,150364,356758400000000000000,294348400000000000000,0,62410000000000000000
herewego0,150367,356758400000000000000,294348400000000000000,0,62410000000000000000
heyits-me,150374,356758400000000000000,294348400000000000000,0,62410000000000000000
indianethereum,150376,356758400000000000000,294348400000000000000,0,62410000000000000000
kazzzzak,150257,356758400000000000000,294348400000000000000,0,62410000000000000000
maraboo-afk,150295,356758400000000000000,294348400000000000000,0,62410000000000000000
mollusc-lab,150378,356758400000000000000,294348400000000000000,0,62410000000000000000
mooni888,150379,356758400000000000000,294348400000000000000,0,62410000000000000000
okidoki1337,150382,356758400000000000000,294348400000000000000,0,62410000000000000000
pastafarian253,150386,356758400000000000000,294348400000000000000,0,62410000000000000000
smilks,150266,356758400000000000000,294348400000000000000,0,62410000000000000000
chinacentralbank,75098,138712500000000000000,76312500000000000000,0,62400000000000000000
afmsavage,4768,151314899999999983616,88934900000000000000,0,62380000000000000000
ravipp,73732,77849400000000000000,15539400000000000000,0,62310000000000000000
gitdeej,150285,498341699999999983616,436071699999999983616,0,62270000000000000000
andrqwer,93152,138572500000000000000,76312500000000000000,0,62260000000000000000
mrchen0629,149277,836277199999999934464,774027200000000000000,0,62250000000000000000
0rli-e,95594,85754200000000000000,23524200000000000000,0,62230000000000000000
artbrock,62878,76622800000000000000,14402800000000000000,0,62220000000000000000
nikhil1415926,66519,670292099999000035328,608092099999000035328,0,62200000000000000000
sb777,59881,374255399999999967232,312055399999999967232,0,62200000000000000000
evg1337,150207,356518400000000000000,294348400000000000000,0,62170000000000000000
gen11g,137611,83973600000000000000,21803600000000000000,0,62170000000000000000
phillipfickl,96521,545083699998999969792,482913699998999969792,0,62170000000000000000
line301,135812,400065600000000000000,337955600000000000000,0,62110000000000000000
crypto-joey,106523,109148300000000000000,47048300000000000000,0,62100000000000000000
willypham,149974,432700899999999983616,370660899999999983616,0,62040000000000000000
rickrods,82367,76082700000000000000,14042700000000000000,0,62040000000000000000
sarahmallia,72077,76422800000000000000,14402800000000000000,0,62020000000000000000
osoiotoko,140428,192821499999000002560,130821499999000002560,0,62000000000000000000
randabat,143296,138232500000000000000,76312500000000000000,0,61920000000000000000
anan1903,148240,127310700000000000000,65410700000000000000,0,61900000000000000000
bamboo350,136431,138212500000000000000,76312500000000000000,0,61900000000000000000
beliefanx,105574,161736700000000016384,99836700000000000000,0,61900000000000000000
blake1721,86412,316204199999999967232,254304200000000000000,0,61900000000000000000
chekou,132445,2373079999998999920640,2311179999999000051712,0,61900000000000000000
cipherwang,110006,107227700000000000000,45327700000000000000,0,61900000000000000000
deliquesce,73264,77439400000000000000,15539400000000000000,0,61900000000000000000
derektive,106876,107227700000000000000,45327700000000000000,0,61900000000000000000
dimatrader,132297,105507200000000000000,43607200000000000000,0,61900000000000000000
gaetanoh,107545,84563900000000000000,22663900000000000000,0,61900000000000000000
groxspy,141524,301739399999999967232,239839400000000000000,0,61900000000000000000
irmacias,7829,85797600000000000000,23897600000000000000,0,61900000000000000000
jguzman1296,72993,132557100000000000000,70657100000000000000,0,61900000000000000000
kunalmanelkar,104366,86027300000000000000,24127300000000000000,0,61900000000000000000
luisalrp,79866,139933100000000000000,78033100000000000000,0,61900000000000000000
nhello,148789,454364499998999969792,392464499998999969792,0,61900000000000000000
roybitsir,66768,83703600000000000000,21803600000000000000,0,61900000000000000000
somuchid,110897,108948300000000000000,47048300000000000000,0,61900000000000000000
supergithubo,118613,323542999999000018944,261642999998999986176,0,61900000000000000000
zaitsevwork,137096,105507200000000000000,43607200000000000000,0,61900000000000000000
zedt3ster,67081,110693800000000000000,48793800000000000000,0,61900000000000000000
damiir1,79973,115303000000000000000,53423000000000000000,0,61880000000000000000
tangjeff0,116618,116938000000000000000,55068000000000000000,0,61870000000000000000
adequ4t,115484,356218400000000000000,294348400000000000000,0,61870000000000000000
finnious,136646,72750000000000000000,10900000000000000000,0,61850000000000000000
matiasunstoppable,73843,92440200000000000000,30690200000000000000,0,61750000000000000000
arthurik07,139454,83503600000000000000,21803600000000000000,0,61700000000000000000
alexyzcrypto,96302,138002500000000000000,76312500000000000000,0,61690000000000000000
whyldwanderer,105307,287468400000000000000,225778400000000000000,0,61690000000000000000
stephenmilone,106963,207664700000000016384,146024700000000000000,0,61640000000000000000
fabiangmpf,88506,124527900000000000000,62897900000000000000,0,61630000000000000000
jacko125,64665,220020899999999983616,158430899999999983616,0,61590000000000000000
victor-crypto,97406,120751900000000000000,59171900000000000000,0,61580000000000000000
hafagonia,88001,131501200000000000000,69921200000000000000,0,61580000000000000000
yanghelong1,120020,1391599999998999920640,1330019999999000051712,0,61580000000000000000
balanlau,70812,251795600000000000000,190225600000000000000,0,61570000000000000000
xifengxx,120044,400084599999000018944,338514599999000018944,0,61570000000000000000
cindythuem,109841,662839100000000016384,601319100000000016384,0,61520000000000000000
jonnydubowsky,69259,106991500000000000000,45481500000000000000,0,61510000000000000000
gwmccubbin,69680,75091700000000000000,13691700000000000000,0,61400000000000000000
status6,133809,2307159999998999920640,2245769999999000117248,0,61390000000000000000
b43kd00r,101977,61380000000000000000,0,0,61380000000000000000
jag5096,101677,246710499999999983616,185330499999999983616,0,61380000000000000000
alicethehuntress,95400,137521500000000000000,76141500000000000000,0,61380000000000000000
bruce431,138716,312121200000000000000,250741200000000000000,0,61380000000000000000
con322,135012,541048899998999969792,479678899998999969792,0,61370000000000000000
egyptianooo,109594,229168300000000016384,167828300000000016384,0,61340000000000000000
adrienlacombe,97059,325678599999999967232,264368600000000000000,0,61310000000000000000
bpp11144444,91596,181229699999999983616,119919700000000000000,0,61310000000000000000
hex-capital,26867,147287500000000000000,85977500000000000000,0,61310000000000000000
pierce403,11485,94108199999000002560,32818199998999998464,0,61290000000000000000
truthman1990,105440,214187000000000000000,152907000000000000000,0,61280000000000000000
alexanderattar,4163,78455500000000000000,17195500000000000000,0,61260000000000000000
loukaiyang666,137912,595427800000000032768,534187800000000032768,0,61240000000000000000
vouchforme,92525,275185800000000000000,213945800000000000000,0,61240000000000000000
simpsen,80041,75602800000000000000,14402800000000000000,0,61200000000000000000
e-knil,136576,82963600000000000000,21803600000000000000,0,61160000000000000000
zwczwc1,135808,93865399999000002560,32705399998999998464,0,61160000000000000000
ngovannghia1997bg,80757,61090000000000000000,0,0,61090000000000000000
ttmax82,130568,116677100000000000000,55627100000000000000,0,61050000000000000000
walkingman1986,142074,1216639999998999920640,1155589999998999986176,0,61050000000000000000
shexinyi,142338,1390510000000000065536,1329470000000000065536,0,61040000000000000000
hugosanchez,72445,131958999999000002560,70938999999000002560,0,61020000000000000000
ben-chain,38034,132903999999000002560,72013999999000002560,0,60890000000000000000
bhenze,1598,116516200000000000000,55636200000000000000,0,60880000000000000000
rollerrr,140894,82653600000000000000,21803600000000000000,0,60850000000000000000
akara52,80727,101905000000000000000,41075000000000000000,0,60830000000000000000
benjeybuchey,112367,169837900000000016384,109017900000000000000,0,60820000000000000000
guillaug,66412,248963200000000000000,188193200000000000000,0,60770000000000000000
jollygrin,66780,89677600000000000000,28957600000000000000,0,60720000000000000000
jpaulet,72455,91031500000000000000,30311500000000000000,0,60720000000000000000
mlatief,95684,73410300000000000000,12690300000000000000,0,60720000000000000000
chihchengliang,4122,270574200000000000000,209894200000000000000,0,60680000000000000000
tk-chain,143482,147894300000000016384,87214300000000000000,0,60680000000000000000
stina-jones,107629,95076000000000000000,34426000000000000000,0,60650000000000000000
cedricfung,79739,75052800000000000000,14402800000000000000,0,60650000000000000000
elmamut,108345,176550200000000000000,115900200000000000000,0,60650000000000000000
ddcc7,147825,71530000000000000000,10900000000000000000,0,60630000000000000000
nikitapirate,88230,71500000000000000000,10900000000000000000,0,60600000000000000000
rostyslavdzhohola,81634,85950500000000000000,25380500000000000000,0,60570000000000000000
petarstojkovski,94821,236538200000000000000,175978200000000000000,0,60560000000000000000
ayatomf,74054,1017608800000000000000,957058800000000065536,0,60550000000000000000
saurabh,77934,134041200000000000000,73491200000000000000,0,60550000000000000000
oussema,75413,104815800000000000000,44325800000000000000,0,60490000000000000000
netrunnerx,3037,86874600000000000000,26444600000000000000,0,60430000000000000000
surfingnerd,59799,322502199999000018944,262112199998999986176,0,60390000000000000000
jilei525,133499,278395800000000000000,218035800000000000000,0,60360000000000000000
0xnomore,135342,71230000000000000000,10900000000000000000,0,60330000000000000000
monportefeuille-digital,130867,125670700000000000000,65410700000000000000,0,60260000000000000000
hierux,147681,92965399999000002560,32705399998999998464,0,60260000000000000000
bright1806,77635,88304500000000000000,28094500000000000000,0,60210000000000000000
drewstaylor,69143,74232700000000000000,14042700000000000000,0,60190000000000000000
caleteeter,11194,60180000000000000000,0,0,60180000000000000000
tombtc123,113111,705096299999999950848,644926300000000016384,0,60170000000000000000
evabeylin,37417,81216100000000000000,21056100000000000000,0,60160000000000000000
tiendungqb,108844,365410200000000032768,305250200000000032768,0,60160000000000000000
agkcrypto,149186,180079699999999983616,119919700000000000000,0,60160000000000000000
elliotolds,29381,123890000000000000000,63750000000000000000,0,60140000000000000000
1155ercorp,72451,386456700000000016384,326326700000000016384,0,60130000000000000000
floshii,73722,305803499999000002560,245733499999000002560,0,60070000000000000000
knoozy,135450,136382500000000000000,76312500000000000000,0,60070000000000000000
lamhowin,134242,2284039999998999920640,2223969999999000117248,0,60070000000000000000
savelev1,93011,94496000000000000000,34426000000000000000,0,60070000000000000000
mubaris,282,479321400000000032768,419291399999999967232,0,60030000000000000000
zhenboshi,141320,648706800000000065536,588696800000000000000,0,60010000000000000000
junsha123,139777,1171980000000000000000,1111980000000000000000,0,60000000000000000000
ufhouck,142425,103597200000000000000,43607200000000000000,0,59990000000000000000
devenoges,6027,59970000000000000000,0,0,59970000000000000000
elm87an,99476,59970000000000000000,0,0,59970000000000000000
praguebrewer,144705,81733600000000000000,21803600000000000000,0,59930000000000000000
anonusergitcoin2-dkrxbavrlbolmzjafkxofr33njkdzcl2,86125,73541700000000000000,13691700000000000000,0,59850000000000000000
augustog,79169,74252800000000000000,14402800000000000000,0,59850000000000000000
javven-zhao,145793,1814960000000000000000,1755190000000000065536,0,59770000000000000000
alvinhung,131337,550310599999999967232,490580600000000032768,0,59730000000000000000
wot-is-goin-on,108213,362671200000000000000,302951200000000000000,0,59720000000000000000
atmate69,94672,97760700000000000000,38070700000000000000,0,59690000000000000000
undpx,92623,300734800000000000000,241114800000000000000,0,59620000000000000000
rueisnax,109344,182970899999999983616,123360900000000000000,0,59610000000000000000
abbyyuang,138564,1236960000000000000000,1177390000000000065536,0,59570000000000000000
guang168,137051,277575800000000000000,218035800000000000000,0,59540000000000000000
internetjohnny,59642,94595400000000000000,35055400000000000000,0,59540000000000000000
jrrrrrrrrr,108757,71300000000000000000,11760000000000000000,0,59540000000000000000
olego13,137460,70440000000000000000,10900000000000000000,0,59540000000000000000
owenshen24,72906,109255900000000000000,49715900000000000000,0,59540000000000000000
a33435345,143211,1138800000000000000000,1079280000000000000000,0,59520000000000000000
gashti110,78369,100816300000000000000,41306300000000000000,0,59510000000000000000
rahulkr2503,96015,342657699998999969792,283207699999000002560,0,59450000000000000000
raiseerco,95214,71160000000000000000,11760000000000000000,0,59400000000000000000
aksenov1,150248,353718400000000000000,294348400000000000000,0,59370000000000000000
all8,144427,81173600000000000000,21803600000000000000,0,59370000000000000000
bertilxi,72342,87464500000000000000,28094500000000000000,0,59370000000000000000
daveaorn,137458,81173600000000000000,21803600000000000000,0,59370000000000000000
globalvi,144443,81173600000000000000,21803600000000000000,0,59370000000000000000
grigoreva1,150272,353718400000000000000,294348400000000000000,0,59370000000000000000
koltcova,150284,353718400000000000000,294348400000000000000,0,59370000000000000000
obie-wan,144567,81173600000000000000,21803600000000000000,0,59370000000000000000
onlyc,142367,484267299998999969792,424897299998999969792,0,59370000000000000000
szlov,144448,81173600000000000000,21803600000000000000,0,59370000000000000000
thohoh,80375,80628500000000000000,21258500000000000000,0,59370000000000000000
vivatos,146984,81173600000000000000,21803600000000000000,0,59370000000000000000
pierremarieriviere,83348,137373100000000000000,78033100000000000000,0,59340000000000000000
djl816cc,143530,953276999999999967232,893947000000000032768,0,59330000000000000000
gasolin,86,302286700000000016384,242966700000000016384,0,59320000000000000000
montiipilat,73833,177060499999999983616,117740500000000000000,0,59320000000000000000
yareyare-yareyare,77575,87364500000000000000,28094500000000000000,0,59270000000000000000
meishishi,146537,81053600000000000000,21803600000000000000,0,59250000000000000000
rainanav,125161,103416200000000000000,44166200000000000000,0,59250000000000000000
dangytj,110761,70982100000000000000,11762100000000000000,0,59220000000000000000
vikrant1697,45592,99252900000000000000,40032900000000000000,0,59220000000000000000
zengdeliang1990,131726,756924699998999937024,697714699999000002560,0,59210000000000000000
aesthytik,39593,79729700000000000000,20529700000000000000,0,59200000000000000000
razumoval,76628,59190000000000000000,0,0,59190000000000000000
filips123,2647,108452400000000000000,49272400000000000000,0,59180000000000000000
kiryu57,140211,266304099999000002560,207134099999000002560,0,59170000000000000000
heapwalker,78999,87261500000000000000,28121500000000000000,0,59140000000000000000
pintail-xyz,95019,230286300000000016384,171166300000000016384,0,59120000000000000000
langlangaaa,138596,288037600000000000000,228937600000000000000,0,59100000000000000000
jesy30,63286,74250900000000000000,15150900000000000000,0,59100000000000000000
peipie,146612,309821200000000000000,250741200000000000000,0,59080000000000000000
haohaizi1997,109970,506043500000000016384,446973500000000016384,0,59070000000000000000
bogdanteodoru,140733,69940000000000000000,10900000000000000000,0,59040000000000000000
tong-wan,131969,309751200000000000000,250741200000000000000,0,59010000000000000000
canidlatrans,136043,80773600000000000000,21803600000000000000,0,58970000000000000000
0xashu,72921,80753600000000000000,21803600000000000000,0,58950000000000000000
0xsmen,146749,102557200000000000000,43607200000000000000,0,58950000000000000000
aarongirard,42384,79479700000000000000,20529700000000000000,0,58950000000000000000
adapainter,136238,80753600000000000000,21803600000000000000,0,58950000000000000000
adawsonjc,104198,83077300000000000000,24127300000000000000,0,58950000000000000000
agrophobe,136468,69850000000000000000,10900000000000000000,0,58950000000000000000
alexinvest,138055,80753600000000000000,21803600000000000000,0,58950000000000000000
alibyte,111102,81319800000000000000,22369800000000000000,0,58950000000000000000
arxis75,107618,70710000000000000000,11760000000000000000,0,58950000000000000000
benefacto,108193,70710000000000000000,11760000000000000000,0,58950000000000000000
bind,97984,80753600000000000000,21803600000000000000,0,58950000000000000000
bluppfisk,3510,85394600000000000000,26444600000000000000,0,58950000000000000000
bmeredith,112784,80753600000000000000,21803600000000000000,0,58950000000000000000
brcapital,147723,80753600000000000000,21803600000000000000,0,58950000000000000000
btcbotter,105937,82474200000000000000,23524200000000000000,0,58950000000000000000
c2tp-c2tp,110853,94236200000000000000,35286200000000000000,0,58950000000000000000
champbronc2,107678,82474200000000000000,23524200000000000000,0,58950000000000000000
chesterbella,138427,69850000000000000000,10900000000000000000,0,58950000000000000000
chriskhufra,149000,80753600000000000000,21803600000000000000,0,58950000000000000000
ciphermonkey,144380,80753600000000000000,21803600000000000000,0,58950000000000000000
cjpang6,140089,91655399999000002560,32705399998999998464,0,58950000000000000000
clintotsakalam,149007,80753600000000000000,21803600000000000000,0,58950000000000000000
cryptoacc0unt,148949,80753600000000000000,21803600000000000000,0,58950000000000000000
dareksts,125558,167967900000000016384,109017900000000000000,0,58950000000000000000
dforsten,96443,83696000000000000000,24746000000000000000,0,58950000000000000000
dhandykim2020,105664,70710000000000000000,11760000000000000000,0,58950000000000000000
dhruvsahgal,141387,80753600000000000000,21803600000000000000,0,58950000000000000000
donalquirke,148006,80753600000000000000,21803600000000000000,0,58950000000000000000
durrtbag,148918,80753600000000000000,21803600000000000000,0,58950000000000000000
egenene,41929,79479700000000000000,20529700000000000000,0,58950000000000000000
enc0d3,143345,69850000000000000000,10900000000000000000,0,58950000000000000000
erikaugust,73756,74489400000000000000,15539400000000000000,0,58950000000000000000
fairlyrarepepe,108135,82474200000000000000,23524200000000000000,0,58950000000000000000
firetobe,99190,358698299999000002560,299748299999000002560,0,58950000000000000000
fomod-in,89895,82474200000000000000,23524200000000000000,0,58950000000000000000
francorelax,149011,80753600000000000000,21803600000000000000,0,58950000000000000000
fudorec,144164,69850000000000000000,10900000000000000000,0,58950000000000000000
garanzaso,103664,80753600000000000000,21803600000000000000,0,58950000000000000000
gphummer,88321,82474200000000000000,23524200000000000000,0,58950000000000000000
greenzzmey,137338,91655399999000002560,32705399998999998464,0,58950000000000000000
guinatrix,149002,80753600000000000000,21803600000000000000,0,58950000000000000000
half-natty,110850,82474200000000000000,23524200000000000000,0,58950000000000000000
hanwei-zr,137154,91655399999000002560,32705399998999998464,0,58950000000000000000
harrifik,137273,80753600000000000000,21803600000000000000,0,58950000000000000000
heavilyinvolved,95820,117760400000000000000,58810400000000000000,0,58950000000000000000
hexmanshu,115893,70420000000000000000,11470000000000000000,0,58950000000000000000
hexomega7,106451,82474200000000000000,23524200000000000000,0,58950000000000000000
hkmaurice,106024,70710000000000000000,11760000000000000000,0,58950000000000000000
huang-413,137050,276985800000000000000,218035800000000000000,0,58950000000000000000
iamthefastestmanalive,72812,74489400000000000000,15539400000000000000,0,58950000000000000000
incryptedmedia,139331,69850000000000000000,10900000000000000000,0,58950000000000000000
izhangjie,135125,287887600000000000000,228937600000000000000,0,58950000000000000000
jahleeldowdy,108294,80753600000000000000,21803600000000000000,0,58950000000000000000
jgimeno,21769,80546000000000000000,21596000000000000000,0,58950000000000000000
john-golt,139566,124360700000000000000,65410700000000000000,0,58950000000000000000
johnsonnick,107135,70710000000000000000,11760000000000000000,0,58950000000000000000
josedvd123,73334,90028700000000000000,31078700000000000000,0,58950000000000000000
jzaki,3647,346474999999000018944,287524999998999986176,0,58950000000000000000
kares0x,147613,80753600000000000000,21803600000000000000,0,58950000000000000000
kato92,147615,80753600000000000000,21803600000000000000,0,58950000000000000000
kbfadaway,145299,91655399999000002560,32705399998999998464,0,58950000000000000000
krahja,74746,69850000000000000000,10900000000000000000,0,58950000000000000000
lazaridiscom,8208,58950000000000000000,0,0,58950000000000000000
legendfan75,108758,105998300000000000000,47048300000000000000,0,58950000000000000000
likkhello,128423,81312600000000000000,22362600000000000000,0,58950000000000000000
llporzall,101382,80753600000000000000,21803600000000000000,0,58950000000000000000
lokraan,9850,78466000000000000000,19516000000000000000,0,58950000000000000000
lucasnar,8719,104385400000000000000,45435400000000000000,0,58950000000000000000
lykaii,88045,72641700000000000000,13691700000000000000,0,58950000000000000000
m00gli,84821,81886100000000000000,22936100000000000000,0,58950000000000000000
marc4gov,105838,94236200000000000000,35286200000000000000,0,58950000000000000000
marcellobardus,95421,178869699999999983616,119919700000000000000,0,58950000000000000000
markincode,137793,80753600000000000000,21803600000000000000,0,58950000000000000000
masonforest,72364,89261500000000000000,30311500000000000000,0,58950000000000000000
matrixhome,134887,124360700000000000000,65410700000000000000,0,58950000000000000000
matt-quinn,106137,82474200000000000000,23524200000000000000,0,58950000000000000000
mchinsomboon,141860,80753600000000000000,21803600000000000000,0,58950000000000000000
miked123,8193,74489400000000000000,15539400000000000000,0,58950000000000000000
minatofund,99201,322313600000000000000,263363600000000000000,0,58950000000000000000
mkg20001,65890,76145500000000000000,17195500000000000000,0,58950000000000000000
naughtboo,148749,69850000000000000000,10900000000000000000,0,58950000000000000000
neo4l,107501,82474200000000000000,23524200000000000000,0,58950000000000000000
nikolayga,106981,92515700000000000000,33565700000000000000,0,58950000000000000000
operabounties,72801,74489400000000000000,15539400000000000000,0,58950000000000000000
owenliang602,137219,80753600000000000000,21803600000000000000,0,58950000000000000000
pickle-link,94755,81886100000000000000,22936100000000000000,0,58950000000000000000
plmiranda,80297,70710000000000000000,11760000000000000000,0,58950000000000000000
pomodoro521,140927,80753600000000000000,21803600000000000000,0,58950000000000000000
punjadefi,92321,300064800000000000000,241114800000000000000,0,58950000000000000000
qqonline,141555,146164300000000000000,87214300000000000000,0,58950000000000000000
quartzrus,140782,69850000000000000000,10900000000000000000,0,58950000000000000000
rastapop,108798,105998300000000000000,47048300000000000000,0,58950000000000000000
realvivek,106192,82474200000000000000,23524200000000000000,0,58950000000000000000
rolledup,143407,102557200000000000000,43607200000000000000,0,58950000000000000000
sabretoothspartan,94818,69850000000000000000,10900000000000000000,0,58950000000000000000
samlepost,106919,282429500000000016384,223479500000000016384,0,58950000000000000000
sarahbaiada,72662,90028700000000000000,31078700000000000000,0,58950000000000000000
sarotor,131024,70130000000000000000,11180000000000000000,0,58950000000000000000
sercjm,93426,80753600000000000000,21803600000000000000,0,58950000000000000000
shieldstar,87943,82474200000000000000,23524200000000000000,0,58950000000000000000
sirhaxington,108619,117760400000000000000,58810400000000000000,0,58950000000000000000
smoelius,72195,74489400000000000000,15539400000000000000,0,58950000000000000000
spenserhuang,60107,78466000000000000000,19516000000000000000,0,58950000000000000000
superdcc,79210,80753600000000000000,21803600000000000000,0,58950000000000000000
thryving,91686,84981300000000000000,26031300000000000000,0,58950000000000000000
tippydesu,97300,83696000000000000000,24746000000000000000,0,58950000000000000000
tristanqsp,139834,80753600000000000000,21803600000000000000,0,58950000000000000000
tyvian,137411,69850000000000000000,10900000000000000000,0,58950000000000000000
ukdongjoy,147128,91655399999000002560,32705399998999998464,0,58950000000000000000
vladlupashevskyi,10731,58950000000000000000,0,0,58950000000000000000
voc16020320,95107,80753600000000000000,21803600000000000000,0,58950000000000000000
vuaao,106780,256902800000000000000,197952800000000000000,0,58950000000000000000
v-ward,138029,80753600000000000000,21803600000000000000,0,58950000000000000000
xiyuan,91152,84981300000000000000,26031300000000000000,0,58950000000000000000
yanil3500,108407,287887600000000000000,228937600000000000000,0,58950000000000000000
yoga17,86321,113716700000000000000,54766700000000000000,0,58950000000000000000
zazoley,137112,69850000000000000000,10900000000000000000,0,58950000000000000000
zertifier,72458,105568100000000000000,46618100000000000000,0,58950000000000000000
chiefnyamweya,79222,73332800000000000000,14402800000000000000,0,58930000000000000000
xiongbaowa1,140170,723879299999999983616,665009300000000049152,0,58870000000000000000
nehamilton,95452,135182500000000000000,76312500000000000000,0,58870000000000000000
jerrydudez,148365,385893799999999967232,327053799999999967232,0,58840000000000000000
nickyc38,142362,80613600000000000000,21803600000000000000,0,58810000000000000000
kathywhs,78901,87273800000000000000,28463800000000000000,0,58810000000000000000
sogandshamsaria,77676,73582100000000000000,14772100000000000000,0,58810000000000000000
yuriko627,61017,95033599999000002560,36223599998999998464,0,58810000000000000000
zashoman,146266,80613600000000000000,21803600000000000000,0,58810000000000000000
gipercryptofan,106585,267634600000000000000,208854600000000000000,0,58780000000000000000
harshcoolboy,87487,72451700000000000000,13691700000000000000,0,58760000000000000000
bitgan,117534,124699800000000000000,65969800000000000000,0,58730000000000000000
jayhem,68504,998340099999999983616,939660099999999983616,0,58680000000000000000
laurengarcia,77150,233405099999000002560,174735099999000002560,0,58670000000000000000
averybigant,109830,412070700000000016384,353440700000000016384,0,58630000000000000000
laleroe,150283,265764099999000002560,207134099999000002560,0,58630000000000000000
zavierzhu,141480,516505299998999969792,457875299998999969792,0,58630000000000000000
ksaint123,111748,129192500000000000000,70572500000000000000,0,58620000000000000000
muujian,108468,343777199998999986176,285167199998999986176,0,58610000000000000000
nader2783,145658,113089000000000000000,54509000000000000000,0,58580000000000000000
thecrypt0hunter,91442,71220300000000000000,12690300000000000000,0,58530000000000000000
slimini-gh,110598,387853399999000018944,329333399999000018944,0,58520000000000000000
slin784478709,137486,102067200000000000000,43607200000000000000,0,58460000000000000000
romanaab,17727,58460000000000000000,0,0,58460000000000000000
awjgrngrtjke,143738,1159509999998999986176,1101079999999000051712,0,58430000000000000000
gnunicorn,4388,58380000000000000000,0,0,58380000000000000000
jobapp,66875,75555500000000000000,17195500000000000000,0,58360000000000000000
jdkanani,1826,96267000000000000000,37927000000000000000,0,58340000000000000000
huisgj,138599,941375200000000000000,883045199999999934464,0,58330000000000000000
ramboy514,148577,221816899999999983616,163526899999999983616,0,58290000000000000000
janeccronin,79813,72682800000000000000,14402800000000000000,0,58280000000000000000
roncon1,79843,72682800000000000000,14402800000000000000,0,58280000000000000000
the-python-one,140129,330804800000000000000,272544800000000000000,0,58260000000000000000
wgn371,150475,788670099998999969792,730420099999000035328,0,58250000000000000000
danceant,92438,237820400000000000000,179590400000000000000,0,58230000000000000000
jerryyip123,139849,167207900000000016384,109017900000000000000,0,58190000000000000000
zelezo,93794,561372999999000018944,503202999999000018944,0,58170000000000000000
joshorndorff,8653,150135699999999983616,92035700000000000000,0,58100000000000000000
mrblobby,78605,142439500000000000000,84389500000000000000,0,58050000000000000000
resgar,90769,70710300000000000000,12690300000000000000,0,58020000000000000000
e567yrt,150297,265124099999000002560,207134099999000002560,0,57990000000000000000
rilern,150302,265124099999000002560,207134099999000002560,0,57990000000000000000
cryptonit,95403,152212400000000000000,94232400000000000000,0,57980000000000000000
sznicolas,109314,214016200000000000000,156066200000000000000,0,57950000000000000000
blogger299,144576,232358699999000002560,174428699999000002560,0,57930000000000000000
caiklaus,118812,570583800000000032768,512663800000000032768,0,57920000000000000000
ldsgwbgz123,144113,417669100000000016384,359759100000000016384,0,57910000000000000000
mrcartographer,90069,151670099999999983616,93830100000000000000,0,57840000000000000000
frederik12321,81304,140164500000000000000,82334500000000000000,0,57830000000000000000
gitkilla,73260,222679800000000000000,164859800000000000000,0,57820000000000000000
marksmanlx,129709,373942000000000000000,316152000000000000000,0,57790000000000000000
arbitary,94700,1126150000000000065536,1068380000000000000000,0,57770000000000000000
nickphp,146349,79563600000000000000,21803600000000000000,0,57760000000000000000
delilah360,144468,962598699999999950848,904848700000000016384,0,57750000000000000000
sanjujain01986,117435,1009596099999000035328,951846099998999969792,0,57750000000000000000
pluriholonomic,78200,100613600000000000000,42893600000000000000,0,57720000000000000000
swisssavage,111052,69482100000000000000,11762100000000000000,0,57720000000000000000
nlordell,69781,144116800000000000000,86416800000000000000,0,57700000000000000000
bingqiang2021,135313,711797499998999937024,654107499999000002560,0,57690000000000000000
baiyang1127,135536,308361200000000000000,250741200000000000000,0,57620000000000000000
apwine-finance,110436,135643100000000000000,78033100000000000000,0,57610000000000000000
travel8050,94051,140537700000000000000,82937700000000000000,0,57600000000000000000
kodata-kode,87627,106756900000000000000,49186900000000000000,0,57570000000000000000
lj35139816,136960,504543500000000016384,446973500000000016384,0,57570000000000000000
65black,43668,139648800000000000000,82118800000000000000,0,57530000000000000000
2ge,91421,83511300000000000000,26031300000000000000,0,57480000000000000000
zeroguz,88242,96552200000000000000,39072200000000000000,0,57480000000000000000
regulusyg,100602,111979000000000000000,54509000000000000000,0,57470000000000000000
yurga777,117713,79243600000000000000,21803600000000000000,0,57440000000000000000
mrudulachivukula,103401,105664700000000000000,48254700000000000000,0,57410000000000000000
0xj0e1,107299,127932500000000000000,70572500000000000000,0,57360000000000000000
harsh3006840,118038,318982999999000018944,261642999998999986176,0,57340000000000000000
nelsonmckey,72301,566225100000000016384,508955100000000016384,0,57270000000000000000
maozi4,149465,624103200000000000000,566893200000000000000,0,57210000000000000000
msuess,2532,84322600000000000000,27122600000000000000,0,57200000000000000000
ssteiger,59223,76228100000000000000,19028100000000000000,0,57200000000000000000
anonusergitcoin60-tptx4iktlrxfhjocp65z0b7kxibbmgzb,86183,70871700000000000000,13691700000000000000,0,57180000000000000000
johnfiss,88276,221440000000000000000,164300000000000000000,0,57140000000000000000
onelist2008,146385,264264099999000002560,207134099999000002560,0,57130000000000000000
shizhjian,112526,124241300000000000000,67131300000000000000,0,57110000000000000000
zent7777,106563,233089200000000000000,176149200000000000000,0,56940000000000000000
