05/19/2020,03:33,Save the Children®,BTC,0.00320095,2d20a7118073c43e1507b3aabf7c0bbe145d3c1acd2b969ade4c7b34cf7843f3
05/19/2020,08:09,Save the Children®,BTC,0.00000546,5c466c9880dd047ceb1f45e15b7e2d4c2ce764d252382cf6b62e867f9825f01d
05/19/2020,13:02,Save the Children®,BTC,0.85,da2b8c8f4f0e3f3077d7c8316877c0db18cda98260324fd79ea72f5b493fb79f
05/21/2020,03:14,Save the Children®,BTC,0.00088108,f7f2530d96a1356b571ac32bcae7059ca19c8e69dfdc2f615dfdc1ffc656c34b
05/21/2020,13:48,Save the Children®,BTC,0.01709164,69dfa40ddccf7579a800248af1fa570e06319621673838c34799a3faf7e757bc
05/25/2020,01:43,Save the Children®,BTC,0.006,d87893defa699390edd1ad6aff6730f39623487de8bdf76b1c91ae57caa9a73d
05/25/2020,06:24,Save the Children®,BTC,0.00254111,03aa8b9a4e8933510dda36ac96b233919970fc28f828136dbc46035ea6e6c9b0
05/25/2020,11:14,Save the Children®,BTC,0.019,d25b2f33a7084993a517b423f5a573fa0f2700ef0cf677422564e63d9db69ea4
05/25/2020,15:02,Save the Children®,BTC,0.0039,f5b0f62657cd25e0cfb11079b571529bd0248b521929c08eafcbb5e54edf30f5
05/27/2020,21:56,Save the Children®,BCH,0.0385,ee721be13531f84f6d7a18f91c7bba531bd3cce4ac6c752ee8795413e291f3cc
05/27/2020,02:21,Save the Children®,BTC,0.003721,85a656f78fba94162841b65174d35e5d3b9b784e06fee27af792842372ab5e67
05/28/2020,04:50,Save the Children®,ETH,5,86de8a893d25cb3ddd60ba02abc2936e523225e784db25e5b967414a95d4ec89
06/01/2020,17:51,"SOS Children's Villages
",BTC,0.00115284,177d19a56142f6e804470ab0af5d6c8c14f70edef3e0aa61b7d009699fa50f48
06/02/2020,22:05,"SOS Children's Villages
",BTC,0.0987,d96edf74f47a9ac8e8d978d3de2140dfc20f1743f3da1688de226d18af2af63f
05/06/2020,16:05,International Medical Corps,ETH,0.005,4a5b3204cf33d11109fca935f413f10122790a4b0264bfddc3ea6577b767e864
05/08/2020,03:18,International Medical Corps,BTC,1.538462,0f24847ff79b0cbe7cc270b116a51458c4270b2bb6370cce706c403ba1bd3191
05/11/2020,20:02,International Medical Corps,BTC,0.01,df575ee86fb58469070f39f42934b8641e1b07792f7996fad4507f3502cc47d7
05/14/2020,20:27,International Medical Corps,ETH,0.005,2e0de32161d41378d9939e5308ab8e68c774d9678c6c15112fb42d71899596ed
05/15/2020,15:34,International Medical Corps,BTC,0.001,5855c2fe71d6333514b1deb445e06bd8b6b85e27ac02e3d33bcc4df9be9cc2c4
05/17/2020,14:52,International Medical Corps,ETH,5.6,14ce728b53dd834203925355588b44b35c6f6834fbc77f35175b4deed9d53eba
05/18/2020,11:21,International Medical Corps,BTC,0.001,b4ff5568dc63205c0600561a85b31a375d1ccfd9bd4de1f7e9945c3d6b07bcd2
05/18/2020,13:55,International Medical Corps,BTC,2.145765,83e8ee09d5dc9e3d799ac9747cd48c41927d87f412d3b3f869b0e6f640d02119
05/28/2020,22:32,International Medical Corps,BTC,0.054,509c2c19042d5a09a52df6a8cca9c18e81d7e1d4ad3cc07174847b5f13e1ccd5
05/28/2020,23:37,International Medical Corps,BTC,1.088,80187e5f26a960ea3381e69c66f3dfdbcb406e4355b3bb15f49518f072e3b8d5
06/01/2020,10:58,International Medical Corps,BTC,0.218,edbd32e241636bfa73c8b8764b7c69ba90829c58259e76da8c0b818f1cf53ace
05/05/2020,06:50,The Water Project,BTC,0.228,3730360f3499954c3bdb123ffccb982a0de9e3318497b25249a7f1a1a3d91ca8
05/07/2020,04:34,The Water Project,BTC,0.00095,e02f7020206574c3424de5274286ec615f4fd58f083d67354c3b9fc006985743
05/08/2020,03:18,The Water Project,BTC,1.538462,692f8be04b12f687d1f837b29d4795abd6f6221651ff37f93facdf3c5d64d3f8
05/12/2020,01:33,The Water Project,BTC,0.0006,c31789c06fb5808ad9c3bab5a041012c0c82097fda6447709e71a5c3f3fd8cf8
05/16/2020,23:48,The Water Project,ETH,0.05,8d3df3e95c0fda9a5b5c4750c6c8e64f15c5bc85578fcd44758176d23c878c14
05/17/2020,20:37,The Water Project,BTC,0.00222236,9efecdb64b13a55ee42ee331dd959172a893a6a956d7690a562510e1f6fc71b0
05/17/2020,20:39,The Water Project,LTC,0.16184938,dd588cbc12f9cc66f10677b0c915c8501b3dd0b54869c0849e3bc52031df485c
05/18/2020,16:12,The Water Project,BCH,0.0320099,1337e36f197ce15bee78c18fc394772c7b5033229355318ed6ceaddcfe185014
05/27/2020,07:01,The Water Project,BTC,0.0065,38652e5627f1b5ed4e24adb2b4b092d34abfed6905e2ee7042e0a1bd6f5a5ec8
05/27/2020,17:45,The Water Project,BTC,0.00089865,17c09ab72627469f57b1c6f59313fd5b07f8c2614b2d52c70fc6517f2cf5aee3
05/28/2020,20:40,The Water Project,BTC,0.022,6b2259f2e1d8caa1d9b6931170621f845780d6656e32abcccecd4929e0a89c00
05/31/2020,21:28,The Water Project,BTC,0.00284598,2a3934bcd13f253e982bd2bb62ea3d19cc5d00710a0179b416a28a70f3d378dd
06/01/2020,10:25,The Water Project,BTC,0.0002,54d276203274ae3db27bf9e4cc4199dc449f3a16fc60dd581aa051aa0f8eece5
06/01/2020,18:14,The Water Project,BTC,0.0005,5044eccf814aedeb2a403a3ec7109803defbe01beb0c71ae9496b9ba1902ecc9
06/02/2020,03:02,The Water Project,BTC,0.00131787,fea922985d4399aa57e86591d063bfb8cbf61c4be738451923e5b45db840afdd
05/08/2020,02:40,Team Rubicon,BTC,1.53846154,aef9a8940e64b4b0de296a36bbe368184524bd562221589a359b98cbda177342
05/14/2020,21:54,Team Rubicon,ETH,0.01,c40e9d5da1976a10b1d49332e7de43bfbe949cccab74c02c6ae408a928d879cc
05/15/2020,15:34,Team Rubicon,BTC,0.0005,6283afbef797d5e831972f257374b47e728099b0efdcbfe131c530bcc00a9615
05/28/2020,22:44,Team Rubicon,BTC,0.006,c37ad164bf2810cd177f0d738a4943a0353d73348897da1a6a963cde25362b6d
06/02/2020,22:05,Team Rubicon,BTC,0.0987,045781b7a21b08fd9d9eb4039df4886dd258fe6c06a9bc4be5357f2de4b3548e
