handle,user_id,total,active_user,kernel,GMV
surfer77,100901,10224566544999999488,1580000000000000000,0,8644566544999999488
cryptoangel4all,146244,9486094942999999488,855905000000000000,0,8630189942999999488
levash0v,123836,23258160304999999488,14630000000000000000,0,8628160304999999488
mikedemarais,18002,22755961530000000000,14130000000000000000,0,8625961530000000000
cryptoyieldinfo,111494,9235841889000000512,615631000000000000,0,8620210889000000512
marcgarreau,4245,9969703480000000000,1350000000000000000,0,8619703480000000000
kanej,11037,9184481468000001024,579662000000000000,0,8604819468000001024
eristoddle,1920,13064861360000000512,4480000000000000512,0,8584861360000000000
cdm,84973,10420125538000001024,1840000000000000000,0,8580125538000001024
melove07,4932,13182683531999999488,4610000000000000512,0,8572683531999998976
opmcrg18,91166,9252066030999999488,681243000000000000,0,8570823030999999488
ncerovac,19311,39084226706999999488,30520000000000000000,0,8564226706999999488
andfletcher,79379,13081351387000000000,4519999999999999488,0,8561351387000000512
jakubner,59984,9578645202999999488,1020000000000000000,0,8558645202999999488
stevezhang11,141658,23954945146000000000,15410000000000000000,0,8544945146000000000
raphaeltorresg,68968,9396972279999998976,855579000000000000,0,8541393279999998976
dylanjw,366,12469701915000000512,3930000000000000000,0,8539701915000000512
xutpobah,75986,39846319184999999488,31310000000000000000,0,8536319184999999488
cookies-lu,71294,8530568543999998976,0,0,8530568543999998976
dbrettrobertson,37176,10179215452000001024,1650000000000000000,0,8529215452000001024
edsonalcala,8034,8516191941000000512,0,0,8516191941000000512
dappguy,60144,11571625256000000000,3060000000000000000,0,8511625256000000000
trueape,106241,19591117845999998976,11080000000000000000,0,8511117845999998976
mattybgits,11523,34020272164000000000,25510000000000000000,0,8510272164000000000
gauthierzupp,5430,9765239962000000000,1280000000000000000,0,8485239962000000000
cryptowhaler,67864,10237121410000001024,1760000000000000000,0,8477121410000001024
kclowes,72217,9693738680000000000,1220000000000000000,0,8473738680000000000
kimchristopher,75699,12443738680000000000,3970000000000000000,0,8473738680000000000
ai2490,147849,8460207759999998976,0,0,8460207759999998976
avirajkhare00,5165,8456825029999998976,0,0,8456825029999998976
ciceron90,116555,9057065029999998976,600240000000000000,0,8456825029999998976
defi-david,94900,10446825029999998976,1990000000000000000,0,8456825029999998976
dvdplm,62938,8456825029999998976,0,0,8456825029999998976
edwardprentice,109354,9072456029999998976,615631000000000000,0,8456825029999998976
fishbiscuit,5290,8456825029999998976,0,0,8456825029999998976
georgiemathews,60308,9476825029999998976,1020000000000000000,0,8456825029999998976
gitcoin,3902,8456825029999998976,0,0,8456825029999998976
handsomecodemonkey,4000,8456825029999998976,0,0,8456825029999998976
holdercrypto,145024,8456825029999998976,0,0,8456825029999998976
ibbysmalls,91156,9138068029999998976,681243000000000000,0,8456825029999998976
ieperen,106377,11226825029999998976,2770000000000000000,0,8456825029999998976
ivan123-ops,138106,9027428029999998976,570603000000000000,0,8456825029999998976
jiefnagjun,135634,9027428029999998976,570603000000000000,0,8456825029999998976
jingyuz,4077,8456825029999998976,0,0,8456825029999998976
junker4184,125289,8749442029999998976,292617000000000000,0,8456825029999998976
kevinduckworthjr,106675,9072456029999998976,615631000000000000,0,8456825029999998976
luisberns,69124,8456825029999998976,0,0,8456825029999998976
m-5m,91705,9138068029999998976,681243000000000000,0,8456825029999998976
maghayev,140750,8742127029999998976,285302000000000000,0,8456825029999998976
mdhalim,5098,8456825029999998976,0,0,8456825029999998976
mduske,5266,8456825029999998976,0,0,8456825029999998976
meneerdeuil,146096,9027428029999998976,570603000000000000,0,8456825029999998976
miki-bgd-011,73108,9270160029999998976,813335000000000000,0,8456825029999998976
mr-fahrenheit,105554,8764640029999998976,307815000000000000,0,8456825029999998976
nakadaole,73436,9270160029999998976,813335000000000000,0,8456825029999998976
nrryuya,9014,9051350029999998976,594525000000000000,0,8456825029999998976
patrickqpan,4948,8456825029999998976,0,0,8456825029999998976
psalant726,63895,9403589029999998976,946764000000000000,0,8456825029999998976
rich9890,146193,9027428029999998976,570603000000000000,0,8456825029999998976
schism1328,125310,8749442029999998976,292617000000000000,0,8456825029999998976
soma11soma11,3001,8456825029999998976,0,0,8456825029999998976
sorpaas,62957,8456825029999998976,0,0,8456825029999998976
sun-spring,48420,8456825029999998976,0,0,8456825029999998976
wangboy,65640,8906834029999998976,450009000000000000,0,8456825029999998976
yahgwai,80966,8833749029999998976,376924000000000000,0,8456825029999998976
mkungusi,102207,8772533029999998976,315708000000000000,0,8456825029999998976
mysticryuujin,66753,35002427481000000512,26550000000000000000,0,8452427481000000512
wenchaotan,139250,9552003857000000384,1139999999999999872,0,8412003857000000512
0xblockdance,131930,15537775444000000000,7130000000000000000,0,8407775444000000000
metamask,24,8397458117999998976,0,0,8397458117999998976
tvanepps,66378,82646612434999999488,74250000000000000000,0,8396612434999999488
ebit116,137848,10943440735000000512,2570000000000000000,0,8373440735000000512
tboeckmann,61480,14841411096999999488,6470000000000000000,0,8371411096999999488
thelastjosh,93018,30243693338000000000,332106000000000000,21545081200000000000,8366506138000000000
nnooo,21620,9465723294999999360,1129999999999999872,0,8335723294999999488
phantohm,98671,9943714603999998976,1620000000000000000,0,8323714603999998976
kelsos,7931,41850352820000000000,33540000000000000000,0,8310352820000000000
prettyboy6688,145414,20001388584999999488,11700000000000000000,0,8301388584999999488
tshabs,66840,16387688529000000512,8100000000000000000,0,8287688529000000512
krow247,104103,16174136662000000000,7890000000000000000,0,8284136662000000000
tomhschmidt,7981,13150774878999999488,4880000000000000000,0,8270774878999999488
marvinkruse,4152,27830288416000000000,19570000000000000000,0,8260288416000000000
shad-k,4260,17691683400999999488,9450000000000000000,0,8241683400999999488
mav137,75547,9012021110000000000,793002000000000000,0,8219019110000000000
hleb-albau,3304,12362422785999999488,4150000000000000512,0,8212422785999998976
anonusergitcoin29-5lcajdadjm8wedenzdqzvckkzckjrmoa,86152,8564646872000000000,358313000000000000,0,8206333872000000000
canokaue,89524,14493120279000000512,6290000000000000000,0,8203120279000000512
shammah,21841,21186883175000000512,13000000000000000000,0,8186883175000000512
jhedglin,80069,9689441169000000512,1510000000000000000,0,8179441169000000512
abubakrdammy,72564,10616565847999998976,2440000000000000000,0,8176565847999998976
alsco77,72425,9377453422999999488,1220000000000000000,0,8157453422999999488
sidzu,66820,8581753675000000512,450009000000000000,0,8131744675000000512
njgheorghita,1603,10363964396000000256,2240000000000000256,0,8123964396000000000
bubble-spec,78513,8872399028000000000,753847000000000000,0,8118552028000000000
eason-tiger,136850,54047875482000001024,45930000000000000000,0,8117875482000001024
doerqu,112238,8425521346000000000,307815000000000000,0,8117706346000000000
inflowmusic,100007,29337014914000002048,970000000000000000,20277723500000002048,8089291414000000000
cryptano,138447,10073730855999998976,2000000000000000000,0,8073730855999998976
roseprollc,96422,8717108442999999488,647606000000000000,0,8069502442999999488
mushroomsforest,104348,9958318487999998976,1890000000000000000,0,8068318487999998976
thereturnofjan,73672,10505950577000000512,2440000000000000000,0,8065950577000000512
vikaskyadav,1387,23382736983000000512,15320000000000000000,0,8062736983000000512
merit-tech,76821,9990707345000000512,1930000000000000000,0,8060707345000000512
kddddddd,133249,24889523389999998976,16829999999999997952,0,8059523390000001024
cryba4,125196,8628182013000000512,585234000000000000,0,8042948013000000512
loongy,88812,8383338778000000000,349355000000000000,0,8033983778000000000
fcrcf,86454,31323983778000000000,23290000000000000000,0,8033983778000000000
nemani,264,18222503442000000000,10210000000000000000,0,8012503442000000000
nonstoptheo,95016,12977957702999999488,4980000000000000000,0,7997957702999999488
zolmeister,328,7991699653000000512,0,0,7991699653000000512
dubson85,91809,15138824332000000000,7150000000000000000,0,7988824332000000000
panekkkk,94613,8652359786000000000,664212000000000000,0,7988147786000000000
hbkmusik,71521,8401352646999999488,417095000000000000,0,7984257646999999488
cryptomalek,141203,16817661323000000512,8840000000000000000,0,7977661323000000512
leonardohofling,40256,10655990904999999488,2690000000000000000,0,7965990904999999488
pol-lanski,25152,48654637813000000512,40690000000000000000,0,7964637813000000512
wf0523,136073,98970409400000000000,91010000000000000000,0,7960409400000000000
franky1022,132912,23936857534000000000,15980000000000000000,0,7956857534000000000
deecoydee,113078,10099415528000000000,2150000000000000000,0,7949415528000000000
igar1991,62503,8916734525000000512,971040000000000000,0,7945694525000000512
travisleroy-gh,147651,8228797750000000000,285302000000000000,0,7943495750000000000
damiantw,139667,8494817188999999488,570603000000000000,0,7924214188999999488
luiserebii,38199,10122691960999999744,2200000000000000256,0,7922691960999999488
axia-callum,73715,51430831459000000512,43510000000000000000,0,7920831459000000512
dob,3945,9264065998999999488,1350000000000000000,0,7914065998999999488
mbeacom,532,25170217753000001536,17280000000000002048,0,7890217752999999488
lazarc,91350,8568416296000000000,681243000000000000,0,7887173296000000000
wadek2,85467,17816668614000001024,1070000000000000000,8871504010000001024,7875164604000000000
hhxcwz,109770,9410597918000000000,1540000000000000000,0,7870597918000000000
sizzthehedgehog,75444,8263885324999999488,396501000000000000,0,7867384324999999488
tezsxvyt,109728,8472697998000000000,615631000000000000,0,7857066998000000000
fantasticpinky,146011,107126749672000000000,99280000000000000000,0,7846749672000000000
derfredy,62406,14142373068999999488,6310000000000000000,0,7832373068999999488
dcd018,8185,9049159476000000000,1220000000000000000,0,7829159476000000000
jonathanh4h,92551,10145100200000000000,2320000000000000000,0,7825100200000000000
cryptoethereum,112208,9352584099000000512,1540000000000000000,0,7812584099000000512
arsena21,46424,15331569280000000000,7520000000000000000,0,7811569280000000000
emmenualon,60016,8318586276999999488,510738000000000000,0,7807848276999999488
errance,137058,10367192676999999488,2570000000000000000,0,7797192676999999488
mccallj57,67048,49913640811000000512,42120000000000000000,0,7793640811000000512
pimato,72117,18773302538000000000,10980000000000000000,0,7793302538000000000
kvndlgs,220,13290934627000000512,5500000000000000000,0,7790934627000000512
rghadamian,53773,73646070681000004608,6290000000000000000,59565812600000004096,7790258081000000512
dandare77,60089,8299812124999999488,510738000000000000,0,7789074124999999488
wschwab,68940,160343492620999999488,8560000000000000000,144000000000000000000,7783492620999999488
projectequal,118962,29137403707000000512,21360000000000000000,0,7777403707000000512
ryan-gordon,49231,15827593790000000000,8060000000000000000,0,7767593790000000000
ouiam-dot,75062,8517296845000000512,793002000000000000,0,7724294845000000512
stefa2k,111447,9871926934000000000,2150000000000000000,0,7721926934000000000
daorecords,76835,25889728160000002048,18170000000000002048,0,7719728160000000000
aaimshot,150242,7707381194999999488,0,0,7707381194999999488
defender-a1,149749,7695710777000000512,0,0,7695710777000000512
gobananago,149785,7695710777000000512,0,0,7695710777000000512
goodjobmaker,150282,7695710777000000512,0,0,7695710777000000512
jackbackok1,149693,7695710777000000512,0,0,7695710777000000512
joelemonn,150428,7695710777000000512,0,0,7695710777000000512
marner16t,150294,7695710777000000512,0,0,7695710777000000512
mr-invest,147737,9975710777000000256,2279999999999999744,0,7695710777000000512
ohmybigtarget,150024,7695710777000000512,0,0,7695710777000000512
ohmynow,150218,7695710777000000512,0,0,7695710777000000512
popeye-man,150205,7695710777000000512,0,0,7695710777000000512
sashablom,150410,7695710777000000512,0,0,7695710777000000512
wildtrader1,149874,7695710777000000512,0,0,7695710777000000512
xxmoneymakerxx,149802,7695710777000000512,0,0,7695710777000000512
vimatrel,87829,8045065777000000512,349355000000000000,0,7695710777000000512
coderrick,18973,15043004593000000512,7350000000000000000,0,7693004593000000512
mannyp2k4,97191,8331815495000000512,647606000000000000,0,7684209495000000512
kallemoen,67128,12057634117999999488,4389999999999999488,0,7667634118000000000
hammadj,72280,24743405704999997440,17079999999999997952,0,7663405704999999488
cybourgeoisie,75597,9625477236000000000,1980000000000000000,0,7645477236000000000
mdcoon,1512,15112771052000000000,7470000000000000000,0,7642771052000000000
hutian280,101632,13009219186000000000,5370000000000000000,0,7639219186000000000
vamsiikrishna,101151,7952221002000000000,315708000000000000,0,7636513002000000000
hellolucas,96414,7960316002000000000,323803000000000000,0,7636513002000000000
ztnark,3511,49852622862000000000,42220000000000000000,0,7632622862000000000
leanlars,73766,10071269770000000000,2440000000000000000,0,7631269770000000000
beadada,138237,18622822877000000512,855905000000000000,10138861700000000000,7628056177000000512
bpack2020,94398,8289392856000000000,664212000000000000,0,7625180856000000000
eden-airlines,87922,7966586441000000512,349355000000000000,0,7617231441000000512
qinxiaowen,31740,9817231441000000768,2200000000000000256,0,7617231441000000512
adexnetwork,20669,13265201802999999488,5650000000000000000,0,7615201802999999488
pacamara,17644,10441142527000000512,2830000000000000000,0,7611142527000000512
safareli,44473,7611142527000000512,0,0,7611142527000000512
simonmanka,95536,8275354527000000512,664212000000000000,0,7611142527000000512
stacketh,73219,11681142527000001024,4070000000000000512,0,7611142527000000512
strdn,10366,9391142527000000512,1780000000000000000,0,7611142527000000512
durrrmf,91169,8292385527000000512,681243000000000000,0,7611142527000000512
cryptoraw,137715,9310656064000000000,1710000000000000000,0,7600656064000000000
panda-hk,134836,29838478236000000000,22250000000000000000,0,7588478236000000000
jiadlkfrie,88669,18415095504999999488,10830000000000000000,0,7585095504999999488
tysonccy,119452,20119766923000000512,12580000000000000000,0,7539766923000000512
wilzo1,78435,8665031101000000384,1129999999999999872,0,7535031101000000512
cynthia90210,96587,11070506309000000512,3560000000000000000,0,7510506309000000512
rsercano,4976,10788666754000000000,3290000000000000000,0,7498666754000000000
ikuteer,6256,8115276656000000000,625405000000000000,0,7489871656000000000
typson02,128049,8072230334999999488,585234000000000000,0,7486996334999999488
0xdust,91638,8167393653000000512,681243000000000000,0,7486150653000000512
elevenxi,87206,8891794997000000512,1430000000000000000,0,7461794997000000512
schwartz10,4616,9472154216000000000,2020000000000000000,0,7452154216000000000
aredehel,85949,23490782906000001024,7170000000000000000,8871504010000001024,7449278896000000000
gitcointothemoon,138676,16858094940000000000,9410000000000000000,0,7448094940000000000
amukhanchikov,140406,12866234439000000512,5420000000000000000,0,7446234439000000512
etherealego,140366,30832006026000000000,23390000000000000000,0,7442006026000000000
mitchellpkt,90324,7782627026000000000,340621000000000000,0,7442006026000000000
jy00884973,139749,24560991206999999488,17120000000000000000,0,7440991206999999488
lev-bit,86332,7795244931000000512,358313000000000000,0,7436931931000000512
martinzlf,140938,8852724464999999488,1430000000000000000,0,7422724464999999488
bstametz,135705,8554436775999999872,1139999999999999872,0,7414436776000000000
catageek,391,10553083684000000000,3140000000000000000,0,7413083684000000000
lousg,121547,18814795996000000000,11410000000000000000,0,7404795996000000000
p4u,72080,17541814378000000000,10170000000000000000,0,7371814378000000000
peekavr,72358,9802511870999999488,2440000000000000000,0,7362511870999999488
gitttt,146660,10494731592000000000,3140000000000000000,0,7354731592000000000
jonnyburger,3514,10120672316000000000,2770000000000000000,0,7350672316000000000
posedonius,109086,22430334043000000512,15080000000000000000,0,7350334043000000512
lucianstroie,2197,19724752538000000000,12380000000000000000,0,7344752538000000000
nghianv-1868,77427,9271708081000000512,1930000000000000000,0,7341708081000000512
spreek,107020,15642236436999999488,8310000000000000000,0,7332236436999999488
pascuin,59398,7840437390000000000,510738000000000000,0,7329699390000000000
jhanlew,98068,7318028971000000512,0,0,7318028971000000512
guix77,63262,7786167740000000000,473382000000000000,0,7312785740000000000
smona,633,8841601784000000000,1530000000000000000,0,7311601784000000000
oniks68,138265,36116379499000000512,28820000000000000000,0,7296379499000000512
mongris,142584,8979486794999999488,1710000000000000000,0,7269486794999999488
empire9799,141599,16384264510000001024,9130000000000001024,0,7254264510000000000
ben19761,106237,31567160777000000512,24320000000000000000,0,7247160777000000512
csszxj,136849,43764962003000004608,36520000000000004096,0,7244962003000000512
thach4567,65809,7689051225000000512,450009000000000000,0,7239042225000000512
gane5h,97299,13717181724000000000,6480000000000000000,0,7237181724000000000
andy92pac,67761,8550585400000000000,1320000000000000000,0,7230585400000000000
cervoneluca,72088,15331832195000000512,8130000000000001024,0,7201832194999999488
stevesager,88267,7539516777000000512,349355000000000000,0,7190161777000000512
adamlevi,85620,7545599456000000000,358313000000000000,0,7187286456000000000
cellog,10873,7773523768000000000,594525000000000000,0,7178998768000000000
polycarpik,73084,10423755536000000000,3250000000000000000,0,7173755536000000000
madu-rosh,84323,7172909854000000000,0,0,7172909854000000000
oiu2020,114454,48590034532999999488,41420000000000000000,0,7170034532999999488
gooner8,111961,9008025842000000000,1850000000000000000,0,7158025842000000000
7878y,141451,13138385060999999488,5990000000000000000,0,7148385060999999488
cotraders,71190,7558207191000000512,417095000000000000,0,7141112191000000512
nicola,94826,8464177594999999488,1330000000000000000,0,7134177594999999488
dgilliams,2415,10035720770000000000,2910000000000000000,0,7125720770000000000
macarse,99386,8408976256000000000,1300000000000000000,0,7108976256000000000
scycryz,147806,7103733025000000512,0,0,7103733025000000512
jstcodeit,106693,9253733025000000512,2150000000000000000,0,7103733025000000512
khitan,138720,32772739152000000000,25680000000000000000,0,7092739152000000000
mariopino,85839,7804798466999999488,716626000000000000,0,7088172466999999488
cinnabarhorse,79620,23118323385000001536,7160000000000000000,8871504010000001024,7086819375000000512
picnicbear,79476,7837960191000000512,753847000000000000,0,7084113191000000512
cryptohormone,143586,24772590962000002048,17690000000000002048,0,7082590962000000000
erhenglu,94209,28321597090000000000,21250000000000000000,0,7071597090000000000
j0ker1234,41743,7066522994999999488,0,0,7066522994999999488
liuweicomg666,139612,19614155084000000000,12550000000000000000,0,7064155084000000000
hakimelek,9450,7658003538000000000,594525000000000000,0,7063478538000000000
darkbluechain,143965,14189757535000000512,7130000000000000000,0,7059757535000000512
defifrog,99985,7681147376999999488,647606000000000000,0,7033541376999999488
mohamedhayibor,73106,8250835192999999488,1220000000000000000,0,7030835192999999488
moonwhalebv,116867,7927305054000000000,900360000000000000,0,7026945054000000000
calpoog,9222,7620793508000000000,594525000000000000,0,7026268508000000000
cowsclaw,77932,24032209232000002048,17010000000000002048,0,7022209232000000000
sebohe,127,43938319092000000000,36920000000000000000,0,7018319092000000000
tezansahu,6153,7631207991000000512,625405000000000000,0,7005802991000000512
sameer2800,7105,8878022712000000000,1880000000000000000,0,6998022712000000000
lmareschi,51378,22172123880999999488,15190000000000000000,0,6982123880999999488
akerbabber,105783,10047916415000000512,3080000000000000000,0,6967916415000000512
iambecomejeff,79728,7717196728999999488,753847000000000000,0,6963349728999999488
riveryen369,142159,12947429952000000000,5990000000000000000,0,6957429952000000000
readreed,73242,10612355856999999488,3660000000000000000,0,6952355856999999488
bananacrypto,108672,8181510174000000000,1230000000000000000,0,6951510174000000000
flakesgg,105906,14933243432000000000,8000000000000000000,0,6933243432000000000
phillex,147679,8067831063999999872,1139999999999999872,0,6927831064000000000
quazia,10071,9885653236000000000,2970000000000000000,0,6915653236000000000
miniondownunder,99026,9175166773000000512,2270000000000000000,0,6905166773000000512
jjperezaguinaga,4954,57060678706000002048,3290000000000000000,46892235500000002048,6878443206000000000
kanzyaniav,145043,30265737022000000000,23390000000000000000,0,6875737022000000000
paulbb3,71004,7288941882999999488,417095000000000000,0,6871846882999999488
cwhinfrey,24942,17039986381000000512,10170000000000000000,0,6869986381000000512
jezsmith720,68948,8573390057000000512,1710000000000000000,0,6863390057000000512
cryptobitguru,148871,6854087550000000000,0,0,6854087550000000000
katzdan,61289,7850028274000000000,1000000000000000000,0,6850028274000000000
vird,71162,7267123274000000000,417095000000000000,0,6850028274000000000
official-mitchell,63877,17260028274000000000,10410000000000000000,0,6850028274000000000
jozanza,4048,10219013454999999488,3370000000000000000,0,6849013454999999488
matko95,5238,7477769217000000512,641441000000000000,0,6836328217000000512
lardnicus,134356,8543114624000000000,1710000000000000000,0,6833114624000000000
jojokor,132653,166881423259000000512,160050000000000000000,0,6831423259000000512
divyamsolanki9,139448,7388664475000000512,570603000000000000,0,6818061475000000512
skywhirl,62292,8272818244000000000,1460000000000000000,0,6812818244000000000
darehwinston,79888,28288082422000000000,21480000000000000000,0,6808082422000000000
daniniguez,101133,7107384180999999488,315708000000000000,0,6791676180999999488
nonfungerbils,73315,16960830499000000512,10170000000000000000,0,6790830499000000512
iviangita,109146,19716263812999999488,12930000000000000000,0,6786263812999999488
gaurav-gggaurav-s99gauravs99,61574,6782881083000000512,0,0,6782881083000000512
willk123,95122,26039667490000000000,19260000000000000000,0,6779667490000000000
brentallsop,63787,6769688436000000000,0,0,6769688436000000000
cryptnotiq,34278,13375460024000000000,6610000000000000000,0,6765460024000000000
h3ph4est7s,5215,7406901024000000000,641441000000000000,0,6765460024000000000
harishraisinghani,6255,9265460024000000000,2500000000000000000,0,6765460024000000000
jacks9391,134878,9615460024000000000,2850000000000000000,0,6765460024000000000
nickreynolds,4168,7440217024000000000,674757000000000000,0,6765460024000000000
paradoxdao,3870,7440217024000000000,674757000000000000,0,6765460024000000000
quezak,19361,8465460024000000000,1700000000000000000,0,6765460024000000000
warcmeinstein,108321,9535460024000000000,2770000000000000000,0,6765460024000000000
yidboy83,142387,7905460023999999872,1139999999999999872,0,6765460024000000000
experimentswithcode,20397,18065460024000000000,11300000000000000000,0,6765460024000000000
psybull,72317,11642077294000000000,4880000000000000000,0,6762077294000000000
mfarghaly,91664,7432157285000000512,681243000000000000,0,6750914285000000512
leisi-ftd,135460,50688377236999999488,43940000000000000000,0,6748377236999999488
lzlcc,144236,13876516736000000000,7130000000000000000,0,6746516736000000000
slayorktc,13713,83265332780000000000,76520000000000000000,0,6745332780000000000
cryptonautica,40726,8872330216000000000,2150000000000000000,0,6722330216000000000
mukulverm4,22289,8979116621999999744,2259999999999999744,0,6719116622000000000
yzyfinance,98160,7358773206999999488,647606000000000000,0,6711167206999999488
ruyan768,69270,12689158514999999488,5990000000000000000,0,6699158514999999488
0xlucas,78504,51177805423000000512,44480000000000000000,0,6697805423000000512
atfornes,71866,13584971996000000000,6910000000000000000,0,6674971996000000000
peterpan585,144923,26063808987000000512,19400000000000000000,0,6663808987000000512
nika-chan,73459,6662625031000000512,0,0,6662625031000000512
ls569333469,135724,80550087984000000000,73890000000000000000,0,6660087984000000000
vinhyenvodoi98,75989,11298058346000000000,4640000000000000000,0,6658058346000000000
yanikkoval,78389,21356536116999999488,14700000000000000000,0,6656536116999999488
cs79,59452,6651292886000000000,0,0,6651292886000000000
grana69,2699,8058100238999999488,1420000000000000000,0,6638100238999999488
kelvintyb,4289,11340510043000000512,4720000000000000000,0,6620510043000000512
andyhod,105999,7837993942000000000,1230000000000000000,0,6607993942000000000
nidea4u,17782,7737148258999999360,1129999999999999872,0,6607148258999999488
gliinbox,32483,11562074164000000000,4960000000000000000,0,6602074164000000000
alexdompro,94812,33171228482000000000,26570000000000000000,0,6601228482000000000
anurag-git,4693,8570551936000000000,1970000000000000000,0,6600551936000000000
gusgasz,149062,6596323522999999488,0,0,6596323522999999488
sergeygurkin,134401,11446323522999999488,4850000000000000000,0,6596323522999999488
pascalvanhecke,2937,7306126522999999488,709803000000000000,0,6596323522999999488
red29,72415,41564124748999999488,34970000000000000000,0,6594124748999999488
jeffgdavis,105733,7173898810000000000,615631000000000000,0,6558267810000000000
fuguefoundation,60798,9537273938000000000,2990000000000000000,0,6547273938000000000
bjekjik,69520,6972357754000000000,427790000000000000,0,6544567754000000000
adrian798,69044,6959672516000000000,427790000000000000,0,6531882516000000000
lostmind84,78337,9916470148000000000,3390000000000000000,0,6526470148000000000
addressxception,79658,13305117056000000000,6780000000000000000,0,6525117056000000000
cryptroraon,150245,6524947920000000000,0,0,6524947920000000000
s-ben,11417,73181565190000000000,66660000000000000000,0,6521565190000000000
shwinky789,88273,16648520732999999488,10130000000000000000,0,6518520732999999488
djosey,26696,21205983685000000512,14690000000000000000,0,6515983685000000512
henrystats,85641,6511755273000000512,0,0,6511755273000000512
jawndiego,97853,7800423127000000512,1300000000000000000,0,6500423127000000512
easeev,36334,7046728304999999488,551041000000000000,0,6495687304999999488
elysium-lang,72660,8515369978999999232,2029999999999999744,0,6485369978999999488
pinkhoodie,69610,7335874884000000000,855579000000000000,0,6480295884000000000
itsencrypted,68700,15874735326000000000,9410000000000000000,0,6464735326000000000
sirlupinwatson1,67764,27523382234000000000,21060000000000000000,0,6463382234000000000
r22d,94611,92477800728999999488,86020000000000000000,0,6457800728999999488
forget15,137813,7595094544999999360,1139999999999999872,0,6455094544999999488
yegorgolovnia,105282,12606130311000000512,6160000000000000000,0,6446130311000000512
cseanxu,146893,8443762400000000000,2000000000000000000,0,6443762400000000000
sdiff-ux,140844,7008953030999999488,570603000000000000,0,6438350030999999488
biggt76,106152,7050429165000000512,615631000000000000,0,6434798165000000512
brucethegoose827,74786,9999554933000000512,3570000000000000000,0,6429554933000000512
michelgotta,1993,9338540114000000000,2910000000000000000,0,6428540114000000000
articobandurini,61800,6926001704999999488,497969000000000000,0,6428032704999999488
liamzebedee,8038,8257187022000000000,1830000000000000000,0,6427187022000000000
cbrzn,77727,8744480838000000000,2320000000000000000,0,6424480838000000000
hanweilang,148093,6423296882999999488,0,0,6423296882999999488
bruce-110,126693,179940421562000000000,173520000000000000000,0,6420421562000000000
hubris,5186,8331795600999999488,1920000000000000000,0,6411795600999999488
sohkai,3617,16101288190999999488,9690000000000000000,0,6411288190999999488
paddymc,6626,8910273372000000000,2500000000000000000,0,6410273372000000000
alexppmax,109140,7010851224000000000,615631000000000000,0,6395220224000000000
ninabreznik,58637,8494036268000000000,2100000000000000000,0,6394036268000000000
pvieira24,72944,23882852312999997440,17489999999999997952,0,6392852312999999488
funlyonions,67984,6825860672000000000,438759000000000000,0,6387101672000000000
lotcmanova,150300,6379490528999999488,0,0,6379490528999999488
bryanbrinkman,132330,6664285120000000000,285302000000000000,0,6378983120000000000
ghallak,92818,6710243437000000512,332106000000000000,0,6378137437000000512
freespirit,4206,7052894437000000512,674757000000000000,0,6378137437000000512
burleebau,66262,15821541114000000000,9450000000000000000,0,6371541114000000000
ndyhuy1,134264,28339849749000000512,21970000000000000000,0,6369849749000000512
lwtsn,95182,7689532422000000000,1330000000000000000,0,6359532422000000000
pawanjay176,6206,12608855876000000000,6250000000000000000,0,6358855876000000000
murduk,2543,9196995375000000512,2840000000000000000,0,6356995375000000512
jyap808,86735,8137523730999999488,1790000000000000000,0,6347523730999999488
btcpalmer,117351,12346678048000000000,6000000000000000000,0,6346678048000000000
carlosescom,64061,6816000772000000000,473382000000000000,0,6342618772000000000
tql511,143996,136442618772000000000,130100000000000000000,0,6342618772000000000
stakeybakey,87828,11580081725000000512,5240000000000000000,0,6340081725000000512
mjpowersjr,63175,7791286626999999488,1460000000000000000,0,6331286626999999488
fuego161,141132,8323844621000000512,2000000000000000000,0,6323844621000000512
jasondrogo,67199,7194765296999999488,877517000000000000,0,6317248296999999488
neozaru,94527,83689298882000000000,77380000000000000000,0,6309298882000000000
santigs,97189,12785577879000000512,6480000000000000000,0,6305577879000000512
aaiken19,112640,11228474146000000000,4930000000000000000,0,6298474146000000000
fatchicksonly,96207,6618217868999999488,323803000000000000,0,6294414868999999488
mudgen,11532,8027818546000000000,1740000000000000000,0,6287818546000000000
mohoff,11289,7444774088999999488,1160000000000000000,0,6284774088999999488
blockvidhya,80291,7020185210000000000,753847000000000000,0,6266338210000000000
enenra06,63232,6738197982000000000,473382000000000000,0,6264815982000000000
tarasj-dev,111446,20733632026000000000,14470000000000000000,0,6263632026000000000
tranchien2002,59977,7792278934000000000,1530000000000000000,0,6262278934000000000
merlinegalite,84083,13235682611000000512,6980000000000000000,0,6255682611000000512
jensanko,73058,20083652973000000512,13830000000000000000,0,6253652973000000512
ryanwat23,136484,7108881427000000512,855905000000000000,0,6252976427000000512
morelazers,20021,12472130744000000000,6220000000000000000,0,6252130744000000000
stephenreid321,77650,11654350465000000512,5410000000000000000,0,6244350465000000512
redline133,144224,7381644281000000384,1139999999999999872,0,6241644281000000512
66363331,147824,6237585004999999488,0,0,6237585004999999488
cryptocent1,103521,7495217094000000000,1260000000000000000,0,6235217094000000000
semihkargin,130944,7940481272000000000,1710000000000000000,0,6230481272000000000
